Station,Date,Year,Month,Analyte,Result,Study,Stratum2,Advisory,lon,lat
ALG-006,2022-06-28,2022,6,Saxitoxin,0,Nautilus,South Delta,NA,-121.407052,37.991013
ALG-005,2022-06-28,2022,6,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.373903,37.971979
ALG-005,2022-06-28,2022,6,Microcystins/Nodularins,2.38,Nautilus,South Delta,Caution,-121.373903,37.971979
ALG-005,2022-06-28,2022,6,Saxitoxin,0,Nautilus,South Delta,NA,-121.373903,37.971979
ALG-004,2022-06-28,2022,6,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.369258,37.96607
ALG-004,2022-06-28,2022,6,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.369258,37.96607
ALG-004,2022-06-28,2022,6,Saxitoxin,0,Nautilus,South Delta,NA,-121.369258,37.96607
ALG-003,2022-06-28,2022,6,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.364965,37.962842
ALG-003,2022-06-28,2022,6,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.364965,37.962842
ALG-003,2022-06-28,2022,6,Saxitoxin,0,Nautilus,South Delta,NA,-121.364965,37.962842
ALG-002,2022-06-28,2022,6,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.347479,37.955467
ALG-002,2022-06-28,2022,6,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.347479,37.955467
ALG-002,2022-06-28,2022,6,Saxitoxin,0,Nautilus,South Delta,NA,-121.347479,37.955467
Franks Tract,2022-06-30,2022,6,Microcystins/Nodularins,0,Prop 1,Franks,No Advisory,-121.6207,38.0476
ALG-006,2022-07-12,2022,7,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.407088,37.991037
ALG-006,2022-07-12,2022,7,Microcystins/Nodularins,0.2,Nautilus,South Delta,No Advisory,-121.407088,37.991037
ALG-006,2022-07-12,2022,7,Saxitoxin,0,Nautilus,South Delta,NA,-121.407088,37.991037
ALG-005,2022-07-12,2022,7,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.37391,37.97198
ALG-005,2022-07-12,2022,7,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.37391,37.97198
ALG-005,2022-07-12,2022,7,Saxitoxin,0,Nautilus,South Delta,NA,-121.37391,37.97198
ALG-004,2022-07-12,2022,7,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.369247,37.96605
ALG-004,2022-07-12,2022,7,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.369247,37.96605
ALG-004,2022-07-12,2022,7,Saxitoxin,0,Nautilus,South Delta,NA,-121.369247,37.96605
ALG-003,2022-07-12,2022,7,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.365149,37.963018
ALG-003,2022-07-12,2022,7,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.365149,37.963018
ALG-003,2022-07-12,2022,7,Saxitoxin,0,Nautilus,South Delta,NA,-121.365149,37.963018
ALG-002,2022-07-12,2022,7,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.347313,37.955468
ALG-002,2022-07-12,2022,7,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.347313,37.955468
ALG-002,2022-07-12,2022,7,Saxitoxin,0,Nautilus,South Delta,NA,-121.347313,37.955468
ALG-001,2022-07-12,2022,7,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.336166,37.949161
ALG-001,2022-07-12,2022,7,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.336166,37.949161
ALG-001,2022-07-12,2022,7,Saxitoxin,0,Nautilus,South Delta,NA,-121.336166,37.949161
07BBkayaklaun,2022-07-14,2022,7,Microcystins/Nodularins,10,East Bay Parks,Lower SJ,Warning,-121.7282,38.01245
Middle River @ Bacon Island,2022-07-19,2022,7,Microcystins/Nodularins,0,Prop 1,South Delta,No Advisory,-121.5286,37.9571
Old River near Holland Tract,2022-07-19,2022,7,Microcystins/Nodularins,0,Prop 1,OMR,No Advisory,-121.5737,37.9641
San Joaquin River near Turner Cut,2022-07-19,2022,7,Microcystins/Nodularins,0,Prop 1,South Delta,No Advisory,-121.4438,37.9961
Clifton Court Forebay,2022-07-25,2022,7,Anatoxins,0,SWP,CCF,No Advisory,-121.556975,37.829636
Clifton Court Forebay,2022-07-25,2022,7,Cylindrospermopsins,0,SWP,CCF,NA,-121.556975,37.829636
Clifton Court Forebay,2022-07-25,2022,7,Microcystins/Nodularins,0,SWP,CCF,No Advisory,-121.556975,37.829636
Clifton Court Forebay,2022-07-25,2022,7,Saxitoxin,0,SWP,CCF,NA,-121.556975,37.829636
ALG-006,2022-07-26,2022,7,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.407035,37.991061
ALG-006,2022-07-26,2022,7,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.407035,37.991061
ALG-006,2022-07-26,2022,7,Saxitoxin,0,Nautilus,South Delta,NA,-121.407035,37.991061
ALG-005,2022-07-26,2022,7,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.373949,37.972005
ALG-005,2022-07-26,2022,7,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.373949,37.972005
ALG-005,2022-07-26,2022,7,Saxitoxin,0,Nautilus,South Delta,NA,-121.373949,37.972005
ALG-004,2022-07-26,2022,7,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.369199,37.966083
ALG-004,2022-07-26,2022,7,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.369199,37.966083
ALG-004,2022-07-26,2022,7,Saxitoxin,0,Nautilus,South Delta,NA,-121.369199,37.966083
ALG-003,2022-07-26,2022,7,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.36518,37.96288
ALG-003,2022-07-26,2022,7,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.36518,37.96288
ALG-003,2022-07-26,2022,7,Saxitoxin,0,Nautilus,South Delta,NA,-121.36518,37.96288
ALG-002,2022-07-26,2022,7,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.347582,37.955497
ALG-002,2022-07-26,2022,7,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.347582,37.955497
ALG-002,2022-07-26,2022,7,Saxitoxin,0,Nautilus,South Delta,NA,-121.347582,37.955497
ALG-001,2022-07-26,2022,7,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.336153,37.949101
ALG-001,2022-07-26,2022,7,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.336153,37.949101
ALG-001,2022-07-26,2022,7,Saxitoxin,0,Nautilus,South Delta,NA,-121.336153,37.949101
Franks Tract,2022-08-01,2022,8,Microcystins/Nodularins,0,Prop 1,Franks,No Advisory,-121.6207,38.0476
Banks PP,2022-08-08,2022,8,Anatoxins,0,SWP,CCF,No Advisory,-121.620278,37.801944
Banks PP,2022-08-08,2022,8,Cylindrospermopsins,0,SWP,CCF,NA,-121.620278,37.801944
Banks PP,2022-08-08,2022,8,Microcystins/Nodularins,0,SWP,CCF,No Advisory,-121.620278,37.801944
Banks PP,2022-08-08,2022,8,Saxitoxin,0,SWP,CCF,NA,-121.620278,37.801944
Clifton Court Forebay,2022-08-08,2022,8,Anatoxins,0,SWP,CCF,No Advisory,-121.556975,37.829636
Clifton Court Forebay,2022-08-08,2022,8,Cylindrospermopsins,0,SWP,CCF,NA,-121.556975,37.829636
Clifton Court Forebay,2022-08-08,2022,8,Microcystins/Nodularins,0,SWP,CCF,No Advisory,-121.556975,37.829636
Clifton Court Forebay,2022-08-08,2022,8,Saxitoxin,0,SWP,CCF,NA,-121.556975,37.829636
Dyer Res Outlet,2022-08-08,2022,8,Anatoxins,0,SWP,CCF,No Advisory,-121.674778,37.755639
Dyer Res Outlet,2022-08-08,2022,8,Cylindrospermopsins,0,SWP,CCF,NA,-121.674778,37.755639
Dyer Res Outlet,2022-08-08,2022,8,Microcystins/Nodularins,0,SWP,CCF,No Advisory,-121.674778,37.755639
Dyer Res Outlet,2022-08-08,2022,8,Saxitoxin,0,SWP,CCF,NA,-121.674778,37.755639
ALG-006,2022-08-09,2022,8,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.407031,37.991022
ALG-006,2022-08-09,2022,8,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.407031,37.991022
ALG-006,2022-08-09,2022,8,Saxitoxin,0,Nautilus,South Delta,NA,-121.407031,37.991022
ALG-005,2022-08-09,2022,8,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.373942,37.971959
ALG-005,2022-08-09,2022,8,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.373942,37.971959
ALG-005,2022-08-09,2022,8,Saxitoxin,0,Nautilus,South Delta,NA,-121.373942,37.971959
ALG-004,2022-08-09,2022,8,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.3692,37.966116
ALG-004,2022-08-09,2022,8,Microcystins/Nodularins,1.01,Nautilus,South Delta,Caution,-121.3692,37.966116
ALG-004,2022-08-09,2022,8,Saxitoxin,0,Nautilus,South Delta,NA,-121.3692,37.966116
ALG-003,2022-08-09,2022,8,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.364939,37.962973
ALG-003,2022-08-09,2022,8,Microcystins/Nodularins,0.14,Nautilus,South Delta,No Advisory,-121.364939,37.962973
ALG-003,2022-08-09,2022,8,Saxitoxin,0,Nautilus,South Delta,NA,-121.364939,37.962973
ALG-002,2022-08-09,2022,8,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.347418,37.95547
ALG-002,2022-08-09,2022,8,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.347418,37.95547
ALG-002,2022-08-09,2022,8,Saxitoxin,0,Nautilus,South Delta,NA,-121.347418,37.95547
ALG-001,2022-08-09,2022,8,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.336152,37.949154
ALG-001,2022-08-09,2022,8,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.336152,37.949154
ALG-001,2022-08-09,2022,8,Saxitoxin,0,Nautilus,South Delta,NA,-121.336152,37.949154
Middle River @ Bacon Island,2022-08-12,2022,8,Microcystins/Nodularins,0,Prop 1,South Delta,No Advisory,-121.5286,37.9571
Old River near Holland Tract,2022-08-12,2022,8,Microcystins/Nodularins,0,Prop 1,OMR,No Advisory,-121.5737,37.9641
San Joaquin River near Turner Cut,2022-08-12,2022,8,Microcystins/Nodularins,0,Prop 1,South Delta,No Advisory,-121.4438,37.9961
Banks PP,2022-08-16,2022,8,Anatoxins,0,SWP,CCF,No Advisory,-121.620278,37.801944
Banks PP,2022-08-16,2022,8,Microcystins/Nodularins,0,SWP,CCF,No Advisory,-121.620278,37.801944
Banks PP,2022-08-16,2022,8,Saxitoxin,0,SWP,CCF,NA,-121.620278,37.801944
Dyer Res Outlet,2022-08-16,2022,8,Anatoxins,0,SWP,CCF,No Advisory,-121.674778,37.755639
Dyer Res Outlet,2022-08-16,2022,8,Microcystins/Nodularins,0,SWP,CCF,No Advisory,-121.674778,37.755639
Dyer Res Outlet,2022-08-16,2022,8,Saxitoxin,0.05,SWP,CCF,NA,-121.674778,37.755639
Franks Tract,2022-08-17,2022,8,Microcystins/Nodularins,0,Prop 1,Franks,No Advisory,-121.6207,38.0476
Banks PP,2022-08-22,2022,8,Microcystins/Nodularins,0,SWP,CCF,No Advisory,-121.620278,37.801944
Dyer Res Outlet,2022-08-22,2022,8,Saxitoxin,0.08,SWP,CCF,NA,-121.674778,37.755639
ALG-006,2022-08-23,2022,8,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.407037,37.990986
ALG-006,2022-08-23,2022,8,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.407037,37.990986
ALG-006,2022-08-23,2022,8,Saxitoxin,0,Nautilus,South Delta,NA,-121.407037,37.990986
ALG-005,2022-08-23,2022,8,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.373949,37.972002
ALG-005,2022-08-23,2022,8,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.373949,37.972002
ALG-005,2022-08-23,2022,8,Saxitoxin,0,Nautilus,South Delta,NA,-121.373949,37.972002
ALG-004,2022-08-23,2022,8,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.369208,37.966024
ALG-004,2022-08-23,2022,8,Microcystins/Nodularins,11.59,Nautilus,South Delta,Warning,-121.369208,37.966024
ALG-004,2022-08-23,2022,8,Saxitoxin,0,Nautilus,South Delta,NA,-121.369208,37.966024
ALG-003,2022-08-23,2022,8,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.365029,37.962897
ALG-003,2022-08-23,2022,8,Microcystins/Nodularins,0.17,Nautilus,South Delta,No Advisory,-121.365029,37.962897
ALG-003,2022-08-23,2022,8,Saxitoxin,0,Nautilus,South Delta,NA,-121.365029,37.962897
ALG-002,2022-08-23,2022,8,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.347375,37.955458
ALG-002,2022-08-23,2022,8,Microcystins/Nodularins,0.22,Nautilus,South Delta,No Advisory,-121.347375,37.955458
ALG-002,2022-08-23,2022,8,Saxitoxin,0,Nautilus,South Delta,NA,-121.347375,37.955458
ALG-001,2022-08-23,2022,8,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.336147,37.949157
ALG-001,2022-08-23,2022,8,Microcystins/Nodularins,0.17,Nautilus,South Delta,No Advisory,-121.336147,37.949157
ALG-001,2022-08-23,2022,8,Saxitoxin,0,Nautilus,South Delta,NA,-121.336147,37.949157
McLeadLake,2022-08-24,2022,8,Anatoxins,0,SWB,South Delta,No Advisory,-121.293,37.9536
McLeadLake,2022-08-24,2022,8,Cylindrospermopsins,0,SWB,South Delta,NA,-121.293,37.9536
McLeadLake,2022-08-24,2022,8,Microcystins/Nodularins,8.63,SWB,South Delta,Warning,-121.293,37.9536
McLeadLake,2022-08-24,2022,8,Saxitoxin,0,SWB,South Delta,NA,-121.293,37.9536
SJR_StocktonGC,2022-08-24,2022,8,Anatoxins,0,SWB,South Delta,No Advisory,-121.34397,37.95416
SJR_StocktonGC,2022-08-24,2022,8,Cylindrospermopsins,0,SWB,South Delta,NA,-121.34397,37.95416
SJR_StocktonGC,2022-08-24,2022,8,Microcystins/Nodularins,0.4,SWB,South Delta,No Advisory,-121.34397,37.95416
SJR_StocktonGC,2022-08-24,2022,8,Saxitoxin,0,SWB,South Delta,NA,-121.34397,37.95416
Buckley,2022-08-24,2022,8,Anatoxins,0,SWB,South Delta,No Advisory,-121.37543,37.97717
Buckley,2022-08-24,2022,8,Cylindrospermopsins,0,SWB,South Delta,NA,-121.37543,37.97717
Buckley,2022-08-24,2022,8,Microcystins/Nodularins,0,SWB,South Delta,No Advisory,-121.37543,37.97717
Buckley,2022-08-24,2022,8,Saxitoxin,0,SWB,South Delta,NA,-121.37543,37.97717
Banks PP,2022-08-29,2022,8,Microcystins/Nodularins,0,SWP,CCF,No Advisory,-121.620278,37.801944
Banks PP,2022-08-29,2022,8,Saxitoxin,0,SWP,CCF,NA,-121.620278,37.801944
Clifton Court Forebay,2022-08-29,2022,8,Microcystins/Nodularins,0,SWP,CCF,No Advisory,-121.556975,37.829636
Clifton Court Forebay,2022-08-29,2022,8,Saxitoxin,0,SWP,CCF,NA,-121.556975,37.829636
Dyer Res Outlet,2022-08-29,2022,8,Microcystins/Nodularins,0,SWP,CCF,No Advisory,-121.674778,37.755639
Dyer Res Outlet,2022-08-29,2022,8,Saxitoxin,0,SWP,CCF,NA,-121.674778,37.755639
ALG-006,2022-09-13,2022,9,Anatoxins,0,Nautilus,South Delta,No Advisory,-121.407036625,37.991036125
ALG-006,2022-09-13,2022,9,Microcystins/Nodularins,0,Nautilus,South Delta,No Advisory,-121.407036625,37.991036125
ALG-006,2022-09-13,2022,9,Saxitoxin,0,Nautilus,South Delta,NA,-121.407036625,37.991036125
