Time,B9512000,,B9512000,,B9512000,,B9512000,,B9512000,,B9512000,
10/1/2022 19:30,21.8,1,2.19,1,2.49,1,817,1,102.8,1,9,1
10/1/2022 19:45,21.8,1,2.21,1,1.76,1,840,1,104.1,1,9.11,1
10/1/2022 20:00,21.8,1,2.23,1,2.14,1,863,1,104.7,1,9.17,1
10/1/2022 20:15,21.8,1,2.25,1,1.97,1,871,1,104.4,1,9.14,1
10/1/2022 20:30,21.8,1,2.26,1,2.16,1,870,1,103.5,1,9.06,1
10/1/2022 20:45,21.8,1,2.27,1,2.32,1,884,1,103,1,9.02,1
10/1/2022 21:00,21.8,1,2.27,1,1.78,1,885,1,100.5,1,8.8,1
10/1/2022 21:15,21.8,1,2.26,1,2.34,1,890,1,96.7,1,8.47,1
10/1/2022 21:30,21.8,1,2.24,1,2.17,1,890,1,103.7,1,9.09,1
10/1/2022 21:45,21.7,1,2.21,1,2.47,1,811,1,104.7,1,9.19,1
10/1/2022 22:00,21.7,1,2.18,1,2.31,1,855,1,105.4,1,9.25,1
10/1/2022 22:15,21.6,1,2.16,1,2.75,1,732,1,104.7,1,9.21,1
10/1/2022 22:30,21.7,1,2.13,1,2.19,1,794,1,105,1,9.22,1
10/1/2022 22:45,21.6,1,2.1,1,2.15,1,659,1,102.5,1,9.01,1
10/1/2022 23:00,21.6,1,2.07,1,2.42,1,636,1,102,1,8.96,1
10/1/2022 23:15,21.6,1,2.03,1,3.46,1,689,1,103.1,1,9.06,1
10/1/2022 23:30,21.6,1,2,1,2.98,1,680,1,102.3,1,9,1
10/1/2022 23:45,21.6,1,1.97,1,2.54,1,647,1,99.6,1,8.77,1
10/2/2022 0:00,21.6,1,1.94,1,2.79,1,634,1,98.3,1,8.66,1
10/2/2022 0:15,21.5,1,1.9,1,2.6,1,652,1,98.4,1,8.66,1
10/2/2022 0:30,21.5,1,1.87,1,2.64,1,649,1,97.3,1,8.57,1
10/2/2022 0:45,21.5,1,1.83,1,2.51,1,641,1,96.4,1,8.49,1
10/2/2022 1:00,21.5,1,1.79,1,2.55,1,621,1,95.3,1,8.39,1
10/2/2022 1:15,21.5,1,1.76,1,2.17,1,629,1,95.3,1,8.39,1
10/2/2022 1:30,21.5,1,1.72,1,2.31,1,626,1,94.9,1,8.36,1
10/2/2022 1:45,21.5,1,1.68,1,2.44,1,612,1,93.7,1,8.25,1
10/2/2022 2:00,21.5,1,1.65,1,2.3,1,596,1,92.4,1,8.14,1
10/2/2022 2:15,21.5,1,1.61,1,2.28,1,583,1,91.4,1,8.05,1
10/2/2022 2:30,21.5,1,1.57,1,5.49,1,579,1,90.8,1,8,1
10/2/2022 2:45,21.5,1,1.54,1,2.24,1,574,1,90.2,1,7.95,1
10/2/2022 3:00,21.5,1,1.5,1,2.46,1,569,1,89.6,1,7.89,1
10/2/2022 3:15,21.5,1,1.47,1,2.42,1,565,1,89,1,7.84,1
10/2/2022 3:30,21.5,1,1.43,1,2.05,1,562,1,88.6,1,7.81,1
10/2/2022 3:45,21.5,1,1.4,1,1.87,1,561,1,88.3,1,7.78,1
10/2/2022 4:00,21.5,1,1.37,1,1.91,1,558,1,88.1,1,7.76,1
10/2/2022 4:15,21.5,1,1.34,1,2.16,1,557,1,87.6,1,7.72,1
10/2/2022 4:30,21.5,1,1.31,1,2.13,1,557,1,87.5,1,7.71,1
10/2/2022 4:45,21.5,1,1.28,1,2.24,1,555,1,87.1,1,7.68,1
10/2/2022 5:00,21.5,1,1.26,1,1.91,1,556,1,86.8,1,7.66,1
10/2/2022 5:15,21.5,1,1.25,1,2.23,1,555,1,86.5,1,7.63,1
10/2/2022 5:30,21.5,1,1.23,1,2.11,1,554,1,86.3,1,7.61,1
10/2/2022 5:45,21.5,1,1.23,1,2.19,1,554,1,85.9,1,7.58,1
10/2/2022 6:00,21.5,1,1.25,1,1.56,1,553,1,85.3,1,7.53,1
10/2/2022 6:15,21.5,1,1.27,1,6.48,1,553,1,82,1,7.23,1
10/2/2022 6:30,21.5,1,1.3,1,1.45,1,554,1,82.3,1,7.26,1
10/2/2022 6:45,21.5,1,1.34,1,3.47,1,553,1,84.3,1,7.44,1
10/2/2022 7:00,21.4,1,1.37,1,2.17,1,553,1,85.4,1,7.54,1
10/2/2022 7:15,21.4,1,1.4,1,1.98,1,552,1,85.8,1,7.58,1
10/2/2022 7:30,21.4,1,1.43,1,2.34,1,553,1,85.9,1,7.58,1
10/2/2022 7:45,21.4,1,1.46,1,2.62,1,552,1,86.1,1,7.61,1
10/2/2022 8:00,21.4,1,1.49,1,1.74,1,554,1,86.1,1,7.61,1
10/2/2022 8:15,21.4,1,1.53,1,2.21,1,563,1,87.4,1,7.72,1
10/2/2022 8:30,21.4,1,1.56,1,1.75,1,570,1,87.9,1,7.77,1
10/2/2022 8:45,21.3,1,1.6,1,2.02,1,572,1,87.9,1,7.77,1
10/2/2022 9:00,21.3,1,1.63,1,2.3,1,576,1,87.8,1,7.77,1
10/2/2022 9:15,21.3,1,1.66,1,1.97,1,577,1,88.4,1,7.82,1
10/2/2022 9:30,21.3,1,1.69,1,2.56,1,583,1,88.5,1,7.84,1
10/2/2022 9:45,21.3,1,1.72,1,1.67,1,590,1,89.2,1,7.9,1
10/2/2022 10:00,21.2,1,1.75,1,1.71,1,595,1,89.5,1,7.92,1
10/2/2022 10:15,21.2,1,1.78,1,2.04,1,598,1,90.6,1,8.03,1
10/2/2022 10:30,21.1,1,1.81,1,1.51,1,603,1,90.3,1,8.02,1
10/2/2022 10:45,21.1,1,1.83,1,1.97,1,607,1,90.8,1,8.06,1
10/2/2022 11:00,21.1,1,1.85,1,1.76,1,608,1,91.3,1,8.1,1
10/2/2022 11:15,21.1,1,1.87,1,1.67,1,609,1,90.6,1,8.05,1
10/2/2022 11:30,21.2,1,1.88,1,2.01,1,613,1,91.5,1,8.12,1
10/2/2022 11:45,21.1,1,1.89,1,1.41,1,616,1,90.8,1,8.06,1
10/2/2022 12:00,21.2,1,1.89,1,1.44,1,618,1,91.1,1,8.08,1
10/2/2022 12:15,21.2,1,1.9,1,1.51,1,622,1,90.2,1,8,1
10/2/2022 12:30,21.2,1,1.89,1,1.34,1,623,1,87.7,1,7.78,1
10/2/2022 12:45,21.2,1,1.88,1,2.2,1,625,1,87,1,7.71,1
10/2/2022 13:00,21.2,1,1.87,1,1.97,1,624,1,92.3,1,8.18,1
10/2/2022 13:15,21.2,1,1.85,1,2.4,1,624,1,93.8,1,8.32,1
10/2/2022 13:30,21.3,1,1.84,1,2,1,623,1,94.6,1,8.37,1
10/2/2022 13:45,21.3,1,1.82,1,3.76,1,617,1,94.7,1,8.37,1
10/2/2022 14:00,21.3,1,1.8,1,1.94,1,618,1,94.8,1,8.38,1
10/2/2022 14:15,21.4,1,1.78,1,2.32,1,614,1,95,1,8.39,1
10/2/2022 14:30,21.3,1,1.76,1,1.96,1,611,1,94.3,1,8.33,1
10/2/2022 14:45,21.4,1,1.75,1,1.85,1,598,1,94.2,1,8.33,1
10/2/2022 15:00,21.3,1,1.74,1,2.06,1,592,1,92.7,1,8.2,1
10/2/2022 15:15,21.3,1,1.73,1,2.2,1,588,1,92.3,1,8.17,1
10/2/2022 15:30,21.3,1,1.73,1,3.37,1,589,1,91.9,1,8.13,1
10/2/2022 15:45,21.3,1,1.72,1,8.04,1,585,1,92,1,8.13,1
10/2/2022 16:00,21.4,1,1.73,1,1.77,1,583,1,89.4,1,7.91,1
10/2/2022 16:15,21.3,1,1.74,1,2.81,1,586,1,88.8,1,7.85,1
10/2/2022 16:30,21.3,1,1.76,1,1.46,1,586,1,90,1,7.96,1
10/2/2022 16:45,21.3,1,1.77,1,1.68,1,585,1,92,1,8.14,1
10/2/2022 17:00,21.3,1,1.79,1,2.07,1,583,1,91.9,1,8.13,1
10/2/2022 17:15,21.3,1,1.82,1,2.36,1,585,1,92.2,1,8.16,1
10/2/2022 17:30,21.3,1,1.84,1,1.99,1,590,1,92.3,1,8.17,1
10/2/2022 17:45,21.2,1,1.87,1,2.31,1,600,1,92.6,1,8.2,1
10/2/2022 18:00,21.2,1,1.9,1,1.78,1,606,1,92.5,1,8.19,1
10/2/2022 18:15,21.2,1,1.93,1,1.9,1,612,1,92.9,1,8.23,1
10/2/2022 18:30,21.2,1,1.96,1,2.02,1,615,1,94.8,1,8.4,1
10/2/2022 18:45,21.3,1,1.99,1,2.33,1,619,1,95.8,1,8.48,1
10/2/2022 19:00,21.3,1,2.03,1,2.88,1,629,1,96.9,1,8.58,1
10/2/2022 19:15,21.3,1,2.06,1,2.5,1,644,1,98.4,1,8.7,1
10/2/2022 19:30,21.3,1,2.09,1,2.66,1,661,1,98.5,1,8.72,1
10/2/2022 19:45,21.3,1,2.12,1,2.44,1,688,1,99,1,8.76,1
10/2/2022 20:00,21.3,1,2.15,1,2.8,1,695,1,98.9,1,8.75,1
10/2/2022 20:15,21.3,1,2.17,1,2.21,1,713,1,100.1,1,8.86,1
10/2/2022 20:30,21.3,1,2.2,1,2.2,1,718,1,99.9,1,8.85,1
10/2/2022 20:45,21.2,1,2.22,1,2.34,1,726,1,101.1,1,8.96,1
10/2/2022 21:00,21.2,1,2.24,1,1.84,1,753,1,101.3,1,8.97,1
10/2/2022 21:15,21.2,1,2.26,1,1.85,1,767,1,100.9,1,8.94,1
10/2/2022 21:30,21.2,1,2.26,1,1.74,1,757,1,101,1,8.95,1
10/2/2022 21:45,21.2,1,2.27,1,1.53,1,755,1,99.7,1,8.84,1
10/2/2022 22:00,21.2,1,2.26,1,1.62,1,753,1,97.9,1,8.68,1
10/2/2022 22:15,21.2,1,2.25,1,1.78,1,754,1,96.6,1,8.57,1
10/2/2022 22:30,21.1,1,2.23,1,1.58,1,756,1,100.2,1,8.89,1
10/2/2022 22:45,21.1,1,2.2,1,1.81,1,756,1,102.5,1,9.09,1
10/2/2022 23:00,21.1,1,2.17,1,1.95,1,754,1,102.7,1,9.11,1
10/2/2022 23:15,21.1,1,2.15,1,2.07,1,707,1,101.8,1,9.04,1
10/2/2022 23:30,21.1,1,2.12,1,2.22,1,708,1,101.2,1,8.99,1
10/2/2022 23:45,21.1,1,2.09,1,2.2,1,628,1,99.3,1,8.82,1
10/3/2022 0:00,21.1,1,2.06,1,2.43,1,596,1,98.3,1,8.73,1
10/3/2022 0:15,21.1,1,2.02,1,2.7,1,637,1,98.8,1,8.78,1
10/3/2022 0:30,21.1,1,1.99,1,2.61,1,625,1,97.9,1,8.7,1
10/3/2022 0:45,21.1,1,1.96,1,2.51,1,611,1,96.4,1,8.57,1
10/3/2022 1:00,21.1,1,1.92,1,2.52,1,608,1,95.8,1,8.52,1
10/3/2022 1:15,21.1,1,1.89,1,2.63,1,614,1,95.8,1,8.51,1
10/3/2022 1:30,21,1,1.86,1,2.48,1,613,1,95.5,1,8.49,1
10/3/2022 1:45,21,1,1.82,1,2.46,1,600,1,94.2,1,8.38,1
10/3/2022 2:00,21,1,1.79,1,2.39,1,595,1,93.9,1,8.36,1
10/3/2022 2:15,21,1,1.75,1,2.15,1,581,1,92.7,1,8.25,1
10/3/2022 2:30,21,1,1.71,1,2.42,1,577,1,92.3,1,8.21,1
10/3/2022 2:45,21,1,1.68,1,2.26,1,571,1,91.2,1,8.11,1
10/3/2022 3:00,21,1,1.64,1,2.26,1,561,1,90.1,1,8.02,1
10/3/2022 3:15,21.1,1,1.6,1,2.28,1,556,1,89.1,1,7.92,1
10/3/2022 3:30,21.1,1,1.57,1,2.42,1,553,1,88.6,1,7.88,1
10/3/2022 3:45,21.1,1,1.53,1,2.38,1,552,1,88,1,7.83,1
10/3/2022 4:00,21,1,1.49,1,2.53,1,549,1,87.6,1,7.79,1
10/3/2022 4:15,21,1,1.46,1,1.95,1,550,1,87.1,1,7.75,1
10/3/2022 4:30,21.1,1,1.42,1,2.58,1,550,1,86.8,1,7.72,1
10/3/2022 4:45,21.1,1,1.39,1,2.19,1,550,1,86.7,1,7.71,1
10/3/2022 5:00,21.1,1,1.36,1,2.32,1,549,1,86.4,1,7.68,1
10/3/2022 5:15,21.1,1,1.33,1,2.36,1,549,1,86,1,7.65,1
10/3/2022 5:30,21.1,1,1.29,1,2.24,1,548,1,86,1,7.64,1
10/3/2022 5:45,21.1,1,1.27,1,2.04,1,548,1,85.4,1,7.59,1
10/3/2022 6:00,21.1,1,1.24,1,1.85,1,547,1,85.4,1,7.59,1
10/3/2022 6:15,21.1,1,1.22,1,1.74,1,547,1,85.2,1,7.57,1
10/3/2022 6:30,21.1,1,1.21,1,3.24,1,546,1,84.7,1,7.53,1
10/3/2022 6:45,21.1,1,1.2,1,1.73,1,546,1,84.6,1,7.52,1
10/3/2022 7:00,21.1,1,1.2,1,1.76,1,546,1,84,1,7.46,1
10/3/2022 7:15,21.1,1,1.21,1,5.91,1,545,1,83.8,1,7.44,1
10/3/2022 7:30,21.1,1,1.24,1,1.21,1,545,1,78.6,1,6.98,1
10/3/2022 7:45,21.1,1,1.27,1,2.17,1,545,1,80.9,1,7.18,1
10/3/2022 8:00,21.1,1,1.3,1,1.6,1,545,1,83.3,1,7.4,1
10/3/2022 8:15,21.1,1,1.33,1,1.69,1,545,1,84.7,1,7.52,1
10/3/2022 8:30,21.1,1,1.36,1,5.77,1,545,1,84.8,1,7.53,1
10/3/2022 8:45,21.1,1,1.39,1,1.46,1,544,1,84.4,1,7.5,1
10/3/2022 9:00,21.1,1,1.43,1,2.22,1,545,1,84.8,1,7.53,1
10/3/2022 9:15,21.1,1,1.46,1,1.75,1,546,1,85.1,1,7.57,1
10/3/2022 9:30,21,1,1.5,1,1.87,1,549,1,86.1,1,7.66,1
10/3/2022 9:45,21,1,1.53,1,1.97,1,551,1,86.5,1,7.71,1
10/3/2022 10:00,20.9,1,1.56,1,2.2,1,553,1,87.4,1,7.79,1
10/3/2022 10:15,20.9,1,1.6,1,2.55,1,556,1,87.9,1,7.84,1
10/3/2022 10:30,20.9,1,1.63,1,2.15,1,558,1,88.5,1,7.89,1
10/3/2022 10:45,20.9,1,1.67,1,2.12,1,563,1,88.6,1,7.9,1
10/3/2022 11:00,20.8,1,1.7,1,1.85,1,570,1,88.8,1,7.93,1
10/3/2022 11:15,20.8,1,1.73,1,2.19,1,577,1,89.8,1,8.03,1
10/3/2022 11:30,20.8,1,1.76,1,2.16,1,584,1,90.3,1,8.08,1
10/3/2022 11:45,20.7,1,1.78,1,1.91,1,589,1,91.2,1,8.16,1
10/3/2022 12:00,20.8,1,1.81,1,1.71,1,592,1,91.1,1,8.15,1
10/3/2022 12:15,20.8,1,1.83,1,2.4,1,595,1,92,1,8.22,1
10/3/2022 12:30,20.8,1,1.85,1,2.06,1,600,1,92.8,1,8.29,1
10/3/2022 12:45,20.8,1,1.86,1,1.9,1,605,1,93.1,1,8.31,1
10/3/2022 13:00,20.9,1,1.88,1,1.7,1,608,1,93.1,1,8.31,1
10/3/2022 13:15,20.9,1,1.88,1,1.53,1,612,1,93.1,1,8.3,1
10/3/2022 13:30,20.9,1,1.89,1,1.64,1,615,1,92.9,1,8.28,1
10/3/2022 13:45,20.9,1,1.88,1,1.45,1,616,1,90.4,1,8.05,1
10/3/2022 14:00,21,1,1.88,1,2.09,1,616,1,88.2,1,7.85,1
10/3/2022 14:15,21,1,1.87,1,1.97,1,616,1,90.4,1,8.04,1
10/3/2022 14:30,21,1,1.85,1,2.58,1,613,1,95.2,1,8.47,1
10/3/2022 14:45,21.1,1,1.84,1,1.95,1,611,1,96.5,1,8.58,1
10/3/2022 15:00,21,1,1.82,1,3.37,1,606,1,97.2,1,8.64,1
10/3/2022 15:15,21,1,1.81,1,2.57,1,609,1,96.8,1,8.61,1
10/3/2022 15:30,21,1,1.79,1,2.14,1,607,1,95.7,1,8.52,1
10/3/2022 15:45,21,1,1.77,1,1.88,1,605,1,96,1,8.54,1
10/3/2022 16:00,21,1,1.76,1,1.93,1,603,1,95.5,1,8.5,1
10/3/2022 16:15,20.9,1,1.74,1,2.33,1,595,1,94.4,1,8.42,1
10/3/2022 16:30,21,1,1.72,1,2.3,1,580,1,94.8,1,8.45,1
10/3/2022 16:45,20.9,1,1.71,1,1.57,1,584,1,93.4,1,8.33,1
10/3/2022 17:00,20.9,1,1.71,1,1.77,1,586,1,92.8,1,8.28,1
10/3/2022 17:15,20.9,1,1.71,1,1.6,1,585,1,92.4,1,8.24,1
10/3/2022 17:30,20.9,1,1.71,1,1.65,1,584,1,90.9,1,8.11,1
10/3/2022 17:45,20.9,1,1.72,1,1.3,1,578,1,90.2,1,8.05,1
10/3/2022 18:00,20.9,1,1.74,1,1.53,1,576,1,85.3,1,7.61,1
10/3/2022 18:15,20.8,1,1.76,1,1.37,1,583,1,90.6,1,8.09,1
10/3/2022 18:30,20.8,1,1.78,1,1.41,1,585,1,90.9,1,8.12,1
10/3/2022 18:45,20.8,1,1.8,1,2.5,1,586,1,92.1,1,8.23,1
10/3/2022 19:00,20.8,1,1.83,1,1.44,1,582,1,91.9,1,8.21,1
10/3/2022 19:15,20.8,1,1.86,1,1.89,1,587,1,92.9,1,8.29,1
10/3/2022 19:30,20.9,1,1.89,1,1.64,1,596,1,93.4,1,8.33,1
10/3/2022 19:45,20.9,1,1.92,1,1.98,1,609,1,93.6,1,8.35,1
10/3/2022 20:00,20.9,1,1.95,1,1.94,1,631,1,95,1,8.47,1
10/3/2022 20:15,20.9,1,1.98,1,2,1,643,1,96.8,1,8.62,1
10/3/2022 20:30,21,1,2.01,1,2.06,1,651,1,96.9,1,8.63,1
10/3/2022 20:45,20.9,1,2.04,1,2.21,1,661,1,96.9,1,8.63,1
10/3/2022 21:00,21,1,2.07,1,2.17,1,686,1,97,1,8.64,1
10/3/2022 21:15,21,1,2.1,1,1.7,1,694,1,97.1,1,8.64,1
10/3/2022 21:30,20.9,1,2.13,1,2.09,1,711,1,98.2,1,8.75,1
10/3/2022 21:45,20.9,1,2.15,1,1.83,1,730,1,98.4,1,8.76,1
10/3/2022 22:00,20.9,1,2.17,1,2.16,1,729,1,98.4,1,8.77,1
10/3/2022 22:15,20.9,1,2.19,1,1.73,1,727,1,98.7,1,8.8,1
10/3/2022 22:30,20.9,1,2.21,1,1.6,1,740,1,99.9,1,8.9,1
10/3/2022 22:45,20.9,1,2.22,1,1.8,1,750,1,100.6,1,8.97,1
10/3/2022 23:00,20.9,1,2.22,1,1.3,1,758,1,98.4,1,8.78,1
10/3/2022 23:15,20.9,1,2.22,1,1.39,1,764,1,97.7,1,8.71,1
10/3/2022 23:30,20.9,1,2.21,1,1.54,1,768,1,95.2,1,8.49,1
10/3/2022 23:45,20.9,1,2.19,1,1.42,1,770,1,100,1,8.92,1
10/4/2022 0:00,20.8,1,2.17,1,1.61,1,772,1,101.5,1,9.06,1
10/4/2022 0:15,20.8,1,2.14,1,1.59,1,766,1,101.6,1,9.07,1
10/4/2022 0:30,20.8,1,2.11,1,2.03,1,661,1,99.1,1,8.85,1
10/4/2022 0:45,20.8,1,2.08,1,1.77,1,662,1,98.2,1,8.77,1
10/4/2022 1:00,20.8,1,2.05,1,2.09,1,643,1,97.4,1,8.7,1
10/4/2022 1:15,20.8,1,2.02,1,2.2,1,566,1,95.6,1,8.54,1
10/4/2022 1:30,20.8,1,1.98,1,2.26,1,617,1,96.6,1,8.63,1
10/4/2022 1:45,20.8,1,1.95,1,2.28,1,623,1,96,1,8.57,1
10/4/2022 2:00,20.8,1,1.92,1,2.41,1,600,1,94.5,1,8.44,1
10/4/2022 2:15,20.8,1,1.88,1,2.51,1,590,1,93.4,1,8.35,1
10/4/2022 2:30,20.8,1,1.85,1,2.26,1,592,1,93.2,1,8.33,1
10/4/2022 2:45,20.8,1,1.81,1,2.16,1,593,1,93.1,1,8.32,1
10/4/2022 3:00,20.8,1,1.77,1,2.06,1,588,1,92.2,1,8.25,1
10/4/2022 3:15,20.8,1,1.74,1,2.15,1,578,1,91.8,1,8.21,1
10/4/2022 3:30,20.8,1,1.7,1,1.84,1,571,1,91.1,1,8.15,1
10/4/2022 3:45,20.8,1,1.66,1,2.02,1,568,1,91,1,8.13,1
10/4/2022 4:00,20.8,1,1.63,1,1.96,1,563,1,90,1,8.05,1
10/4/2022 4:15,20.8,1,1.59,1,1.91,1,557,1,89.2,1,7.98,1
10/4/2022 4:30,20.8,1,1.55,1,2.4,1,552,1,88.3,1,7.89,1
10/4/2022 4:45,20.8,1,1.52,1,2.1,1,549,1,87.8,1,7.85,1
10/4/2022 5:00,20.8,1,1.48,1,2.05,1,547,1,87.2,1,7.8,1
10/4/2022 5:15,20.8,1,1.45,1,1.75,1,546,1,86.8,1,7.76,1
10/4/2022 5:30,20.8,1,1.41,1,2.24,1,546,1,86.5,1,7.73,1
