"station","parameter","time","value","unit","qaqc_flag_id"
"FRK","SpC",2022-09-01 10:45:00,618,"µS/cm","G"
"FRK","SpC",2022-09-01 11:00:00,618,"µS/cm","G"
"FRK","SpC",2022-09-01 11:15:00,619,"µS/cm","G"
"FRK","SpC",2022-09-01 11:30:00,619,"µS/cm","G"
"FRK","SpC",2022-09-01 11:45:00,620,"µS/cm","G"
"FRK","SpC",2022-09-01 12:00:00,620,"µS/cm","G"
"FRK","SpC",2022-09-01 12:15:00,621,"µS/cm","G"
"FRK","SpC",2022-09-01 12:30:00,621,"µS/cm","G"
"FRK","SpC",2022-09-01 12:45:00,621,"µS/cm","G"
"FRK","SpC",2022-09-01 13:00:00,621,"µS/cm","G"
"FRK","SpC",2022-09-01 13:15:00,622,"µS/cm","G"
"FRK","SpC",2022-09-01 13:30:00,621,"µS/cm","G"
"FRK","SpC",2022-09-01 13:45:00,618,"µS/cm","G"
"FRK","SpC",2022-09-01 14:00:00,618,"µS/cm","G"
"FRK","SpC",2022-09-01 14:15:00,619,"µS/cm","G"
"FRK","SpC",2022-09-01 14:30:00,621,"µS/cm","G"
"FRK","SpC",2022-09-01 14:45:00,622,"µS/cm","G"
"FRK","SpC",2022-09-01 15:00:00,623,"µS/cm","G"
"FRK","SpC",2022-09-01 15:15:00,623,"µS/cm","G"
"FRK","SpC",2022-09-01 15:30:00,623,"µS/cm","G"
"FRK","SpC",2022-09-01 15:45:00,622,"µS/cm","G"
"FRK","SpC",2022-09-01 16:00:00,622,"µS/cm","G"
"FRK","SpC",2022-09-01 16:15:00,622,"µS/cm","G"
"FRK","SpC",2022-09-01 16:30:00,622,"µS/cm","G"
"FRK","SpC",2022-09-01 16:45:00,621,"µS/cm","G"
"FRK","SpC",2022-09-01 17:00:00,621,"µS/cm","G"
"FRK","SpC",2022-09-01 17:15:00,621,"µS/cm","G"
"FRK","SpC",2022-09-01 17:30:00,620,"µS/cm","G"
"FRK","SpC",2022-09-01 17:45:00,620,"µS/cm","G"
"FRK","SpC",2022-09-01 18:00:00,619,"µS/cm","G"
"FRK","SpC",2022-09-01 18:15:00,619,"µS/cm","G"
"FRK","SpC",2022-09-01 18:30:00,619,"µS/cm","G"
"FRK","SpC",2022-09-01 18:45:00,618,"µS/cm","G"
"FRK","SpC",2022-09-01 19:00:00,617,"µS/cm","G"
"FRK","SpC",2022-09-01 19:15:00,617,"µS/cm","G"
"FRK","SpC",2022-09-01 19:30:00,616,"µS/cm","G"
"FRK","SpC",2022-09-01 19:45:00,616,"µS/cm","G"
"FRK","SpC",2022-09-01 20:00:00,616,"µS/cm","G"
"FRK","SpC",2022-09-01 20:15:00,615,"µS/cm","G"
"FRK","SpC",2022-09-01 20:30:00,615,"µS/cm","G"
"FRK","SpC",2022-09-01 20:45:00,616,"µS/cm","G"
"FRK","SpC",2022-09-01 21:00:00,616,"µS/cm","G"
"FRK","SpC",2022-09-01 21:15:00,616,"µS/cm","G"
"FRK","SpC",2022-09-01 21:30:00,617,"µS/cm","G"
"FRK","SpC",2022-09-01 21:45:00,618,"µS/cm","G"
"FRK","SpC",2022-09-01 22:00:00,618,"µS/cm","G"
"FRK","SpC",2022-09-01 22:15:00,619,"µS/cm","G"
"FRK","SpC",2022-09-01 22:30:00,620,"µS/cm","G"
"FRK","SpC",2022-09-01 22:45:00,621,"µS/cm","G"
"FRK","SpC",2022-09-01 23:00:00,621,"µS/cm","G"
"FRK","SpC",2022-09-01 23:15:00,622,"µS/cm","G"
"FRK","SpC",2022-09-01 23:30:00,623,"µS/cm","G"
"FRK","SpC",2022-09-01 23:45:00,623,"µS/cm","G"
"FRK","SpC",2022-09-02 00:00:00,623,"µS/cm","G"
"FRK","SpC",2022-09-02 00:15:00,623,"µS/cm","G"
"FRK","SpC",2022-09-02 00:30:00,624,"µS/cm","G"
"FRK","SpC",2022-09-02 00:45:00,624,"µS/cm","G"
"FRK","SpC",2022-09-02 01:00:00,624,"µS/cm","G"
"FRK","SpC",2022-09-02 01:15:00,624,"µS/cm","G"
"FRK","SpC",2022-09-02 01:30:00,624,"µS/cm","G"
"FRK","SpC",2022-09-02 01:45:00,624,"µS/cm","G"
"FRK","SpC",2022-09-02 02:00:00,624,"µS/cm","G"
"FRK","SpC",2022-09-02 02:15:00,624,"µS/cm","G"
"FRK","SpC",2022-09-02 02:30:00,623,"µS/cm","G"
"FRK","SpC",2022-09-02 02:45:00,623,"µS/cm","G"
"FRK","SpC",2022-09-02 03:00:00,623,"µS/cm","G"
"FRK","SpC",2022-09-02 03:15:00,623,"µS/cm","G"
"FRK","SpC",2022-09-02 03:30:00,623,"µS/cm","G"
"FRK","SpC",2022-09-02 03:45:00,623,"µS/cm","G"
"FRK","SpC",2022-09-02 04:00:00,623,"µS/cm","G"
"FRK","SpC",2022-09-02 04:15:00,623,"µS/cm","G"
"FRK","SpC",2022-09-02 04:30:00,623,"µS/cm","G"
"FRK","SpC",2022-09-02 04:45:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 05:00:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 05:15:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 05:30:00,620,"µS/cm","G"
"FRK","SpC",2022-09-02 05:45:00,619,"µS/cm","G"
"FRK","SpC",2022-09-02 06:00:00,619,"µS/cm","G"
"FRK","SpC",2022-09-02 06:15:00,619,"µS/cm","G"
"FRK","SpC",2022-09-02 06:30:00,619,"µS/cm","G"
"FRK","SpC",2022-09-02 06:45:00,619,"µS/cm","G"
"FRK","SpC",2022-09-02 07:00:00,619,"µS/cm","G"
"FRK","SpC",2022-09-02 07:15:00,619,"µS/cm","G"
"FRK","SpC",2022-09-02 07:30:00,619,"µS/cm","G"
"FRK","SpC",2022-09-02 07:45:00,619,"µS/cm","G"
"FRK","SpC",2022-09-02 08:00:00,619,"µS/cm","G"
"FRK","SpC",2022-09-02 08:15:00,619,"µS/cm","G"
"FRK","SpC",2022-09-02 08:30:00,618,"µS/cm","G"
"FRK","SpC",2022-09-02 08:45:00,618,"µS/cm","G"
"FRK","SpC",2022-09-02 09:00:00,618,"µS/cm","G"
"FRK","SpC",2022-09-02 09:15:00,618,"µS/cm","G"
"FRK","SpC",2022-09-02 09:30:00,618,"µS/cm","G"
"FRK","SpC",2022-09-02 09:45:00,618,"µS/cm","G"
"FRK","SpC",2022-09-02 10:00:00,618,"µS/cm","G"
"FRK","SpC",2022-09-02 10:15:00,618,"µS/cm","G"
"FRK","SpC",2022-09-02 10:30:00,618,"µS/cm","G"
"FRK","SpC",2022-09-02 10:45:00,620,"µS/cm","G"
"FRK","SpC",2022-09-02 11:00:00,620,"µS/cm","G"
"FRK","SpC",2022-09-02 11:15:00,620,"µS/cm","G"
"FRK","SpC",2022-09-02 11:30:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 11:45:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 12:00:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 12:15:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 12:30:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 12:45:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 13:00:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 13:15:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 13:30:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 13:45:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 14:00:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 14:15:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 14:30:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 14:45:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 15:00:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 15:15:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 15:30:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 15:45:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 16:00:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 16:15:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 16:30:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 16:45:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 17:00:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 17:15:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 17:30:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 17:45:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 18:00:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 18:15:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 18:30:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 18:45:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 19:00:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 19:15:00,622,"µS/cm","G"
"FRK","SpC",2022-09-02 19:30:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 19:45:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 20:00:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 20:15:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 20:30:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 20:45:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 21:00:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 21:15:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 21:30:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 21:45:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 22:00:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 22:15:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 22:30:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 22:45:00,621,"µS/cm","G"
"FRK","SpC",2022-09-02 23:00:00,620,"µS/cm","G"
"FRK","SpC",2022-09-02 23:15:00,620,"µS/cm","G"
"FRK","SpC",2022-09-02 23:30:00,620,"µS/cm","G"
"FRK","SpC",2022-09-02 23:45:00,619,"µS/cm","G"
"FRK","SpC",2022-09-03 00:00:00,619,"µS/cm","G"
"FRK","SpC",2022-09-03 00:15:00,619,"µS/cm","G"
"FRK","SpC",2022-09-03 00:30:00,618,"µS/cm","G"
"FRK","SpC",2022-09-03 00:45:00,617,"µS/cm","G"
"FRK","SpC",2022-09-03 01:00:00,616,"µS/cm","G"
"FRK","SpC",2022-09-03 01:15:00,616,"µS/cm","G"
"FRK","SpC",2022-09-03 01:30:00,615,"µS/cm","G"
"FRK","SpC",2022-09-03 01:45:00,615,"µS/cm","G"
"FRK","SpC",2022-09-03 02:00:00,615,"µS/cm","G"
"FRK","SpC",2022-09-03 02:15:00,615,"µS/cm","G"
"FRK","SpC",2022-09-03 02:30:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 02:45:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 03:00:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 03:15:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 03:30:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 03:45:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 04:00:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 04:15:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 04:30:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 04:45:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 05:00:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 05:15:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 05:30:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 05:45:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 06:00:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 06:15:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 06:30:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 06:45:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 07:00:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 07:15:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 07:30:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 07:45:00,612,"µS/cm","G"
"FRK","SpC",2022-09-03 08:00:00,612,"µS/cm","G"
"FRK","SpC",2022-09-03 08:15:00,611,"µS/cm","G"
"FRK","SpC",2022-09-03 08:30:00,611,"µS/cm","G"
"FRK","SpC",2022-09-03 08:45:00,611,"µS/cm","G"
"FRK","SpC",2022-09-03 09:00:00,611,"µS/cm","G"
"FRK","SpC",2022-09-03 09:15:00,611,"µS/cm","G"
"FRK","SpC",2022-09-03 09:30:00,611,"µS/cm","G"
"FRK","SpC",2022-09-03 09:45:00,612,"µS/cm","G"
"FRK","SpC",2022-09-03 10:00:00,612,"µS/cm","G"
"FRK","SpC",2022-09-03 10:15:00,612,"µS/cm","G"
"FRK","SpC",2022-09-03 10:30:00,612,"µS/cm","G"
"FRK","SpC",2022-09-03 10:45:00,612,"µS/cm","G"
"FRK","SpC",2022-09-03 11:00:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 11:15:00,612,"µS/cm","G"
"FRK","SpC",2022-09-03 11:30:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 11:45:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 12:00:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 12:15:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 12:30:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 12:45:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 13:00:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 13:15:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 13:30:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 13:45:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 14:00:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 14:15:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 14:30:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 14:45:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 15:00:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 15:15:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 15:30:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 15:45:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 16:00:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 16:15:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 16:30:00,616,"µS/cm","G"
"FRK","SpC",2022-09-03 16:45:00,616,"µS/cm","G"
"FRK","SpC",2022-09-03 17:00:00,616,"µS/cm","G"
"FRK","SpC",2022-09-03 17:15:00,615,"µS/cm","G"
"FRK","SpC",2022-09-03 17:30:00,615,"µS/cm","G"
"FRK","SpC",2022-09-03 17:45:00,615,"µS/cm","G"
"FRK","SpC",2022-09-03 18:00:00,615,"µS/cm","G"
"FRK","SpC",2022-09-03 18:15:00,615,"µS/cm","G"
"FRK","SpC",2022-09-03 18:30:00,615,"µS/cm","G"
"FRK","SpC",2022-09-03 18:45:00,615,"µS/cm","G"
"FRK","SpC",2022-09-03 19:00:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 19:15:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 19:30:00,614,"µS/cm","G"
"FRK","SpC",2022-09-03 19:45:00,613,"µS/cm","G"
"FRK","SpC",2022-09-03 20:00:00,612,"µS/cm","G"
"FRK","SpC",2022-09-03 20:15:00,612,"µS/cm","G"
"FRK","SpC",2022-09-03 20:30:00,612,"µS/cm","G"
"FRK","SpC",2022-09-03 20:45:00,612,"µS/cm","G"
"FRK","SpC",2022-09-03 21:00:00,612,"µS/cm","G"
"FRK","SpC",2022-09-03 21:15:00,612,"µS/cm","G"
"FRK","SpC",2022-09-03 21:30:00,611,"µS/cm","G"
"FRK","SpC",2022-09-03 21:45:00,611,"µS/cm","G"
"FRK","SpC",2022-09-03 22:00:00,611,"µS/cm","G"
"FRK","SpC",2022-09-03 22:15:00,611,"µS/cm","G"
"FRK","SpC",2022-09-03 22:30:00,611,"µS/cm","G"
"FRK","SpC",2022-09-03 22:45:00,611,"µS/cm","G"
"FRK","SpC",2022-09-03 23:00:00,611,"µS/cm","G"
"FRK","SpC",2022-09-03 23:15:00,611,"µS/cm","G"
"FRK","SpC",2022-09-03 23:30:00,612,"µS/cm","G"
"FRK","SpC",2022-09-03 23:45:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 00:00:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 00:15:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 00:30:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 00:45:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 01:00:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 01:15:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 01:30:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 01:45:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 02:00:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 02:15:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 02:30:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 02:45:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 03:00:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 03:15:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 03:30:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 03:45:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 04:00:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 04:15:00,614,"µS/cm","G"
"FRK","SpC",2022-09-04 04:30:00,614,"µS/cm","G"
"FRK","SpC",2022-09-04 04:45:00,614,"µS/cm","G"
"FRK","SpC",2022-09-04 05:00:00,614,"µS/cm","G"
"FRK","SpC",2022-09-04 05:15:00,614,"µS/cm","G"
"FRK","SpC",2022-09-04 05:30:00,614,"µS/cm","G"
"FRK","SpC",2022-09-04 05:45:00,614,"µS/cm","G"
"FRK","SpC",2022-09-04 06:00:00,614,"µS/cm","G"
"FRK","SpC",2022-09-04 06:15:00,614,"µS/cm","G"
"FRK","SpC",2022-09-04 06:30:00,614,"µS/cm","G"
"FRK","SpC",2022-09-04 06:45:00,614,"µS/cm","G"
"FRK","SpC",2022-09-04 07:00:00,614,"µS/cm","G"
"FRK","SpC",2022-09-04 07:15:00,615,"µS/cm","G"
"FRK","SpC",2022-09-04 07:30:00,614,"µS/cm","G"
"FRK","SpC",2022-09-04 07:45:00,614,"µS/cm","G"
"FRK","SpC",2022-09-04 08:00:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 08:15:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 08:30:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 08:45:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 09:00:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 09:15:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 09:30:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 09:45:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 10:00:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 10:15:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 10:30:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 10:45:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 11:00:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 11:15:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 11:30:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 11:45:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 12:00:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 12:15:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 12:30:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 12:45:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 13:00:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 13:15:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 13:30:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 13:45:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 14:00:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 14:15:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 14:30:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 14:45:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 15:00:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 15:15:00,615,"µS/cm","G"
"FRK","SpC",2022-09-04 15:30:00,615,"µS/cm","G"
"FRK","SpC",2022-09-04 15:45:00,615,"µS/cm","G"
"FRK","SpC",2022-09-04 16:00:00,616,"µS/cm","G"
"FRK","SpC",2022-09-04 16:15:00,616,"µS/cm","G"
"FRK","SpC",2022-09-04 16:30:00,616,"µS/cm","G"
"FRK","SpC",2022-09-04 16:45:00,616,"µS/cm","G"
"FRK","SpC",2022-09-04 17:00:00,616,"µS/cm","G"
"FRK","SpC",2022-09-04 17:15:00,616,"µS/cm","G"
"FRK","SpC",2022-09-04 17:30:00,616,"µS/cm","G"
"FRK","SpC",2022-09-04 17:45:00,617,"µS/cm","G"
"FRK","SpC",2022-09-04 18:00:00,618,"µS/cm","G"
"FRK","SpC",2022-09-04 18:15:00,617,"µS/cm","G"
"FRK","SpC",2022-09-04 18:30:00,617,"µS/cm","G"
"FRK","SpC",2022-09-04 18:45:00,617,"µS/cm","G"
"FRK","SpC",2022-09-04 19:00:00,616,"µS/cm","G"
"FRK","SpC",2022-09-04 19:15:00,615,"µS/cm","G"
"FRK","SpC",2022-09-04 19:30:00,615,"µS/cm","G"
"FRK","SpC",2022-09-04 19:45:00,615,"µS/cm","G"
"FRK","SpC",2022-09-04 20:00:00,615,"µS/cm","G"
"FRK","SpC",2022-09-04 20:15:00,614,"µS/cm","G"
"FRK","SpC",2022-09-04 20:30:00,614,"µS/cm","G"
"FRK","SpC",2022-09-04 20:45:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 21:00:00,612,"µS/cm","G"
"FRK","SpC",2022-09-04 21:15:00,613,"µS/cm","G"
"FRK","SpC",2022-09-04 21:30:00,610,"µS/cm","G"
"FRK","SpC",2022-09-04 21:45:00,608,"µS/cm","G"
"FRK","SpC",2022-09-04 22:00:00,607,"µS/cm","G"
"FRK","SpC",2022-09-04 22:15:00,606,"µS/cm","G"
"FRK","SpC",2022-09-04 22:30:00,605,"µS/cm","G"
"FRK","SpC",2022-09-04 22:45:00,604,"µS/cm","G"
"FRK","SpC",2022-09-04 23:00:00,603,"µS/cm","G"
"FRK","SpC",2022-09-04 23:15:00,603,"µS/cm","G"
"FRK","SpC",2022-09-04 23:30:00,605,"µS/cm","G"
"FRK","SpC",2022-09-04 23:45:00,602,"µS/cm","G"
"FRK","SpC",2022-09-05 00:00:00,600,"µS/cm","G"
"FRK","SpC",2022-09-05 00:15:00,603,"µS/cm","G"
"FRK","SpC",2022-09-05 00:30:00,603,"µS/cm","G"
"FRK","SpC",2022-09-05 00:45:00,604,"µS/cm","G"
"FRK","SpC",2022-09-05 01:00:00,606,"µS/cm","G"
"FRK","SpC",2022-09-05 01:15:00,609,"µS/cm","G"
"FRK","SpC",2022-09-05 01:30:00,609,"µS/cm","G"
"FRK","SpC",2022-09-05 01:45:00,611,"µS/cm","G"
"FRK","SpC",2022-09-05 02:00:00,612,"µS/cm","G"
"FRK","SpC",2022-09-05 02:15:00,612,"µS/cm","G"
"FRK","SpC",2022-09-05 02:30:00,614,"µS/cm","G"
"FRK","SpC",2022-09-05 02:45:00,615,"µS/cm","G"
"FRK","SpC",2022-09-05 03:00:00,616,"µS/cm","G"
"FRK","SpC",2022-09-05 03:15:00,617,"µS/cm","G"
"FRK","SpC",2022-09-05 03:30:00,618,"µS/cm","G"
"FRK","SpC",2022-09-05 03:45:00,618,"µS/cm","G"
"FRK","SpC",2022-09-05 04:00:00,619,"µS/cm","G"
"FRK","SpC",2022-09-05 04:15:00,619,"µS/cm","G"
"FRK","SpC",2022-09-05 04:30:00,619,"µS/cm","G"
"FRK","SpC",2022-09-05 04:45:00,620,"µS/cm","G"
"FRK","SpC",2022-09-05 05:00:00,620,"µS/cm","G"
"FRK","SpC",2022-09-05 05:15:00,620,"µS/cm","G"
"FRK","SpC",2022-09-05 05:30:00,620,"µS/cm","G"
"FRK","SpC",2022-09-05 05:45:00,619,"µS/cm","G"
"FRK","SpC",2022-09-05 06:00:00,620,"µS/cm","G"
"FRK","SpC",2022-09-05 06:15:00,619,"µS/cm","G"
