agency_cd,site_no,date_time,wtemp_inst,wtemp_inst_cd,spec_cond_inst,spec_cond_inst_cd,ts213_ysi_exo_turb_inst,ts213_ysi_exo_turb_inst_cd,tz_cd
USGS,11313433,2022-02-08T11:30:00Z,10.2,P,409,P,6.9,P,Etc/GMT+8
USGS,11313433,2022-02-08T11:45:00Z,10.2,P,408,P,6.6,P,Etc/GMT+8
USGS,11313433,2022-02-08T12:00:00Z,10.2,P,409,P,6.3,P,Etc/GMT+8
USGS,11313433,2022-02-08T12:15:00Z,10.2,P,409,P,6.9,P,Etc/GMT+8
USGS,11313433,2022-02-08T12:30:00Z,10.2,P,410,P,7.1,P,Etc/GMT+8
USGS,11313433,2022-02-08T12:45:00Z,10.2,P,411,P,7,P,Etc/GMT+8
USGS,11313433,2022-02-08T13:00:00Z,10.3,P,413,P,7.4,P,Etc/GMT+8
USGS,11313433,2022-02-08T13:15:00Z,10.3,P,414,P,8.3,P,Etc/GMT+8
USGS,11313433,2022-02-08T13:30:00Z,10.3,P,415,P,8,P,Etc/GMT+8
USGS,11313433,2022-02-08T13:45:00Z,10.3,P,416,P,8.1,P,Etc/GMT+8
USGS,11313433,2022-02-08T14:00:00Z,10.3,P,416,P,8.5,P,Etc/GMT+8
USGS,11313433,2022-02-08T14:15:00Z,10.3,P,415,P,8.9,P,Etc/GMT+8
USGS,11313433,2022-02-08T14:30:00Z,10.3,P,415,P,9.4,P,Etc/GMT+8
USGS,11313433,2022-02-08T14:45:00Z,10.3,P,414,P,9,P,Etc/GMT+8
USGS,11313433,2022-02-08T15:00:00Z,10.3,P,413,P,9.1,P,Etc/GMT+8
USGS,11313433,2022-02-08T15:15:00Z,10.3,P,410,P,9,P,Etc/GMT+8
USGS,11313433,2022-02-08T15:30:00Z,10.4,P,408,P,9.7,P,Etc/GMT+8
USGS,11313433,2022-02-08T15:45:00Z,10.4,P,405,P,9.7,P,Etc/GMT+8
USGS,11313433,2022-02-08T16:00:00Z,10.4,P,403,P,9.9,P,Etc/GMT+8
USGS,11313433,2022-02-08T16:15:00Z,10.4,P,399,P,9.9,P,Etc/GMT+8
USGS,11313433,2022-02-08T16:30:00Z,10.4,P,397,P,12.3,P,Etc/GMT+8
USGS,11313433,2022-02-08T16:45:00Z,10.4,P,391,P,9.6,P,Etc/GMT+8
USGS,11313433,2022-02-08T17:00:00Z,10.4,P,387,P,9.9,P,Etc/GMT+8
USGS,11313433,2022-02-08T17:15:00Z,10.3,P,384,P,9.7,P,Etc/GMT+8
USGS,11313433,2022-02-08T17:30:00Z,10.3,P,382,P,9.1,P,Etc/GMT+8
USGS,11313433,2022-02-08T17:45:00Z,10.3,P,380,P,9.4,P,Etc/GMT+8
USGS,11313433,2022-02-08T18:00:00Z,10.3,P,378,P,9.1,P,Etc/GMT+8
USGS,11313433,2022-02-08T18:15:00Z,10.3,P,377,P,9.2,P,Etc/GMT+8
USGS,11313433,2022-02-08T18:30:00Z,10.3,P,376,P,8.6,P,Etc/GMT+8
USGS,11313433,2022-02-08T18:45:00Z,10.3,P,377,P,9,P,Etc/GMT+8
USGS,11313433,2022-02-08T19:00:00Z,10.4,P,378,P,9.2,P,Etc/GMT+8
USGS,11313433,2022-02-08T19:15:00Z,10.4,P,379,P,8.6,P,Etc/GMT+8
USGS,11313433,2022-02-08T19:30:00Z,10.5,P,381,P,8.5,P,Etc/GMT+8
USGS,11313433,2022-02-08T19:45:00Z,10.6,P,383,P,8.7,P,Etc/GMT+8
USGS,11313433,2022-02-08T20:00:00Z,10.6,P,385,P,8.8,P,Etc/GMT+8
USGS,11313433,2022-02-08T20:15:00Z,10.7,P,389,P,8.7,P,Etc/GMT+8
USGS,11313433,2022-02-08T20:30:00Z,10.7,P,393,P,8.7,P,Etc/GMT+8
USGS,11313433,2022-02-08T20:45:00Z,10.7,P,400,P,8.8,P,Etc/GMT+8
USGS,11313433,2022-02-08T21:00:00Z,10.8,P,403,P,8.8,P,Etc/GMT+8
USGS,11313433,2022-02-08T21:15:00Z,10.8,P,405,P,8.7,P,Etc/GMT+8
USGS,11313433,2022-02-08T21:30:00Z,10.8,P,406,P,9.4,P,Etc/GMT+8
USGS,11313433,2022-02-08T21:45:00Z,10.8,P,408,P,9,P,Etc/GMT+8
USGS,11313433,2022-02-08T22:00:00Z,10.9,P,409,P,8.9,P,Etc/GMT+8
USGS,11313433,2022-02-08T22:15:00Z,10.9,P,409,P,8.8,P,Etc/GMT+8
USGS,11313433,2022-02-08T22:30:00Z,10.9,P,410,P,8.6,P,Etc/GMT+8
USGS,11313433,2022-02-08T22:45:00Z,10.9,P,410,P,8.6,P,Etc/GMT+8
USGS,11313433,2022-02-08T23:00:00Z,10.9,P,411,P,8.6,P,Etc/GMT+8
USGS,11313433,2022-02-08T23:15:00Z,10.9,P,411,P,8.6,P,Etc/GMT+8
USGS,11313433,2022-02-08T23:30:00Z,10.9,P,411,P,8.1,P,Etc/GMT+8
USGS,11313433,2022-02-08T23:45:00Z,10.9,P,411,P,8.1,P,Etc/GMT+8
USGS,11313433,2022-02-09T00:00:00Z,10.9,P,410,P,8,P,Etc/GMT+8
USGS,11313433,2022-02-09T00:15:00Z,10.9,P,410,P,7.6,P,Etc/GMT+8
USGS,11313433,2022-02-09T00:30:00Z,10.9,P,409,P,7.8,P,Etc/GMT+8
USGS,11313433,2022-02-09T00:45:00Z,10.9,P,409,P,7.5,P,Etc/GMT+8
USGS,11313433,2022-02-09T01:00:00Z,10.8,P,409,P,7.3,P,Etc/GMT+8
USGS,11313433,2022-02-09T01:15:00Z,10.8,P,408,P,7.1,P,Etc/GMT+8
USGS,11313433,2022-02-09T01:30:00Z,10.8,P,408,P,7.1,P,Etc/GMT+8
USGS,11313433,2022-02-09T01:45:00Z,10.8,P,408,P,7,P,Etc/GMT+8
USGS,11313433,2022-02-09T02:00:00Z,10.8,P,407,P,6.8,P,Etc/GMT+8
USGS,11313433,2022-02-09T02:15:00Z,10.8,P,407,P,6.5,P,Etc/GMT+8
USGS,11313433,2022-02-09T02:30:00Z,10.8,P,407,P,6.3,P,Etc/GMT+8
USGS,11313433,2022-02-09T02:45:00Z,10.8,P,407,P,6.1,P,Etc/GMT+8
USGS,11313433,2022-02-09T03:00:00Z,10.7,P,405,P,6,P,Etc/GMT+8
USGS,11313433,2022-02-09T03:15:00Z,10.7,P,404,P,6.1,P,Etc/GMT+8
USGS,11313433,2022-02-09T03:30:00Z,10.8,P,404,P,6.3,P,Etc/GMT+8
USGS,11313433,2022-02-09T03:45:00Z,10.8,P,405,P,6.2,P,Etc/GMT+8
USGS,11313433,2022-02-09T04:00:00Z,10.8,P,407,P,6.9,P,Etc/GMT+8
USGS,11313433,2022-02-09T04:15:00Z,10.8,P,409,P,7,P,Etc/GMT+8
USGS,11313433,2022-02-09T04:30:00Z,10.8,P,411,P,7.4,P,Etc/GMT+8
USGS,11313433,2022-02-09T04:45:00Z,10.7,P,413,P,7.2,P,Etc/GMT+8
USGS,11313433,2022-02-09T05:00:00Z,10.7,P,413,P,7.4,P,Etc/GMT+8
USGS,11313433,2022-02-09T05:15:00Z,10.8,P,413,P,7.8,P,Etc/GMT+8
USGS,11313433,2022-02-09T05:30:00Z,10.8,P,414,P,7.9,P,Etc/GMT+8
USGS,11313433,2022-02-09T05:45:00Z,10.8,P,414,P,8,P,Etc/GMT+8
USGS,11313433,2022-02-09T06:00:00Z,10.8,P,415,P,8.2,P,Etc/GMT+8
USGS,11313433,2022-02-09T06:15:00Z,10.8,P,415,P,8.4,P,Etc/GMT+8
USGS,11313433,2022-02-09T06:30:00Z,10.8,P,414,P,8.2,P,Etc/GMT+8
USGS,11313433,2022-02-09T06:45:00Z,10.8,P,415,P,8.6,P,Etc/GMT+8
USGS,11313433,2022-02-09T07:00:00Z,10.8,P,414,P,8.3,P,Etc/GMT+8
USGS,11313433,2022-02-09T07:15:00Z,10.8,P,414,P,8.4,P,Etc/GMT+8
USGS,11313433,2022-02-09T07:30:00Z,10.8,P,414,P,8.3,P,Etc/GMT+8
USGS,11313433,2022-02-09T07:45:00Z,10.8,P,413,P,7.9,P,Etc/GMT+8
USGS,11313433,2022-02-09T08:00:00Z,10.8,P,413,P,8.4,P,Etc/GMT+8
USGS,11313433,2022-02-09T08:15:00Z,10.8,P,413,P,8.3,P,Etc/GMT+8
USGS,11313433,2022-02-09T08:30:00Z,10.8,P,413,P,9.2,P,Etc/GMT+8
USGS,11313433,2022-02-09T08:45:00Z,10.8,P,413,P,8.1,P,Etc/GMT+8
USGS,11313433,2022-02-09T09:00:00Z,10.8,P,413,P,8.2,P,Etc/GMT+8
USGS,11313433,2022-02-09T09:15:00Z,10.8,P,414,P,8.2,P,Etc/GMT+8
USGS,11313433,2022-02-09T09:30:00Z,10.8,P,414,P,8,P,Etc/GMT+8
USGS,11313433,2022-02-09T09:45:00Z,10.7,P,414,P,7.8,P,Etc/GMT+8
USGS,11313433,2022-02-09T10:00:00Z,10.7,P,415,P,7.6,P,Etc/GMT+8
USGS,11313433,2022-02-09T10:15:00Z,10.7,P,415,P,7.6,P,Etc/GMT+8
USGS,11313433,2022-02-09T10:30:00Z,10.7,P,415,P,7.6,P,Etc/GMT+8
USGS,11313433,2022-02-09T10:45:00Z,10.7,P,415,P,7.2,P,Etc/GMT+8
USGS,11313433,2022-02-09T11:00:00Z,10.6,P,415,P,7.1,P,Etc/GMT+8
USGS,11313433,2022-02-09T11:15:00Z,10.6,P,415,P,6.9,P,Etc/GMT+8
USGS,11313433,2022-02-09T11:30:00Z,10.6,P,414,P,6.9,P,Etc/GMT+8
USGS,11313433,2022-02-09T11:45:00Z,10.5,P,414,P,6.7,P,Etc/GMT+8
USGS,11313433,2022-02-09T12:00:00Z,10.5,P,413,P,6.4,P,Etc/GMT+8
USGS,11313433,2022-02-09T12:15:00Z,10.5,P,414,P,6.4,P,Etc/GMT+8
USGS,11313433,2022-02-09T12:30:00Z,10.5,P,413,P,7,P,Etc/GMT+8
USGS,11313433,2022-02-09T12:45:00Z,10.5,P,413,P,5.9,P,Etc/GMT+8
USGS,11313433,2022-02-09T13:00:00Z,10.5,P,414,P,6.1,P,Etc/GMT+8
USGS,11313433,2022-02-09T13:15:00Z,10.5,P,414,P,6.3,P,Etc/GMT+8
USGS,11313433,2022-02-09T13:30:00Z,10.5,P,416,P,7.1,P,Etc/GMT+8
USGS,11313433,2022-02-09T13:45:00Z,10.6,P,416,P,6.8,P,Etc/GMT+8
USGS,11313433,2022-02-09T14:00:00Z,10.6,P,416,P,7.1,P,Etc/GMT+8
USGS,11313433,2022-02-09T14:15:00Z,10.6,P,413,P,7.4,P,Etc/GMT+8
USGS,11313433,2022-02-09T14:30:00Z,10.6,P,414,P,7.7,P,Etc/GMT+8
USGS,11313433,2022-02-09T14:45:00Z,10.6,P,414,P,8.2,P,Etc/GMT+8
USGS,11313433,2022-02-09T15:00:00Z,10.6,P,412,P,8.4,P,Etc/GMT+8
USGS,11313433,2022-02-09T15:15:00Z,10.6,P,409,P,8.3,P,Etc/GMT+8
USGS,11313433,2022-02-09T15:30:00Z,10.6,P,407,P,8.6,P,Etc/GMT+8
USGS,11313433,2022-02-09T15:45:00Z,10.6,P,404,P,8.9,P,Etc/GMT+8
USGS,11313433,2022-02-09T16:00:00Z,10.7,P,402,P,8.8,P,Etc/GMT+8
USGS,11313433,2022-02-09T16:15:00Z,10.7,P,399,P,12.4,P,Etc/GMT+8
USGS,11313433,2022-02-09T16:30:00Z,10.6,P,395,P,8.6,P,Etc/GMT+8
USGS,11313433,2022-02-09T16:45:00Z,10.6,P,391,P,8.5,P,Etc/GMT+8
USGS,11313433,2022-02-09T17:00:00Z,10.6,P,386,P,8.8,P,Etc/GMT+8
USGS,11313433,2022-02-09T17:15:00Z,10.6,P,383,P,8.6,P,Etc/GMT+8
USGS,11313433,2022-02-09T17:30:00Z,10.6,P,379,P,8.9,P,Etc/GMT+8
USGS,11313433,2022-02-09T17:45:00Z,10.6,P,376,P,8.4,P,Etc/GMT+8
USGS,11313433,2022-02-09T18:00:00Z,10.6,P,375,P,8.2,P,Etc/GMT+8
USGS,11313433,2022-02-09T18:15:00Z,10.6,P,373,P,8.2,P,Etc/GMT+8
USGS,11313433,2022-02-09T18:30:00Z,10.6,P,372,P,8.2,P,Etc/GMT+8
USGS,11313433,2022-02-09T18:45:00Z,10.6,P,371,P,7.9,P,Etc/GMT+8
USGS,11313433,2022-02-09T19:00:00Z,10.6,P,370,P,7.7,P,Etc/GMT+8
USGS,11313433,2022-02-09T19:15:00Z,10.6,P,371,P,7.6,P,Etc/GMT+8
USGS,11313433,2022-02-09T19:30:00Z,10.7,P,371,P,7.8,P,Etc/GMT+8
USGS,11313433,2022-02-09T19:45:00Z,10.7,P,371,P,7.8,P,Etc/GMT+8
USGS,11313433,2022-02-09T20:00:00Z,10.8,P,373,P,7.5,P,Etc/GMT+8
USGS,11313433,2022-02-09T20:15:00Z,10.8,P,374,P,7.7,P,Etc/GMT+8
USGS,11313433,2022-02-09T20:30:00Z,10.9,P,376,P,7.9,P,Etc/GMT+8
USGS,11313433,2022-02-09T20:45:00Z,10.9,P,379,P,7.9,P,Etc/GMT+8
USGS,11313433,2022-02-09T21:00:00Z,10.9,P,382,P,8.1,P,Etc/GMT+8
USGS,11313433,2022-02-09T21:15:00Z,11,P,388,P,8,P,Etc/GMT+8
USGS,11313433,2022-02-09T21:30:00Z,11,P,396,P,7.9,P,Etc/GMT+8
USGS,11313433,2022-02-09T21:45:00Z,11,P,400,P,8,P,Etc/GMT+8
USGS,11313433,2022-02-09T22:00:00Z,11.1,P,402,P,8.1,P,Etc/GMT+8
USGS,11313433,2022-02-09T22:15:00Z,11.1,P,403,P,8.1,P,Etc/GMT+8
USGS,11313433,2022-02-09T22:30:00Z,11.1,P,405,P,8.6,P,Etc/GMT+8
USGS,11313433,2022-02-09T22:45:00Z,11.1,P,406,P,8.2,P,Etc/GMT+8
USGS,11313433,2022-02-09T23:00:00Z,11.1,P,407,P,8.1,P,Etc/GMT+8
USGS,11313433,2022-02-09T23:15:00Z,11.1,P,408,P,8.1,P,Etc/GMT+8
USGS,11313433,2022-02-09T23:30:00Z,11.1,P,409,P,8.1,P,Etc/GMT+8
USGS,11313433,2022-02-09T23:45:00Z,11.1,P,409,P,8.3,P,Etc/GMT+8
USGS,11313433,2022-02-10T00:00:00Z,11.1,P,409,P,8.2,P,Etc/GMT+8
USGS,11313433,2022-02-10T00:15:00Z,11.1,P,410,P,7.7,P,Etc/GMT+8
USGS,11313433,2022-02-10T00:30:00Z,11.1,P,410,P,7.5,P,Etc/GMT+8
USGS,11313433,2022-02-10T00:45:00Z,11.1,P,409,P,7.3,P,Etc/GMT+8
USGS,11313433,2022-02-10T01:00:00Z,11,P,409,P,7.2,P,Etc/GMT+8
USGS,11313433,2022-02-10T01:15:00Z,11,P,408,P,6.9,P,Etc/GMT+8
USGS,11313433,2022-02-10T01:30:00Z,11,P,408,P,6.8,P,Etc/GMT+8
USGS,11313433,2022-02-10T01:45:00Z,11,P,408,P,6.9,P,Etc/GMT+8
USGS,11313433,2022-02-10T02:00:00Z,11,P,408,P,6.9,P,Etc/GMT+8
USGS,11313433,2022-02-10T02:15:00Z,10.9,P,407,P,6.8,P,Etc/GMT+8
USGS,11313433,2022-02-10T02:30:00Z,10.9,P,406,P,6.4,P,Etc/GMT+8
USGS,11313433,2022-02-10T02:45:00Z,10.9,P,406,P,6.3,P,Etc/GMT+8
USGS,11313433,2022-02-10T03:00:00Z,10.9,P,406,P,6.3,P,Etc/GMT+8
USGS,11313433,2022-02-10T03:15:00Z,10.9,P,404,P,6,P,Etc/GMT+8
USGS,11313433,2022-02-10T03:30:00Z,10.9,P,403,P,5.9,P,Etc/GMT+8
USGS,11313433,2022-02-10T03:45:00Z,10.9,P,403,P,5.6,P,Etc/GMT+8
USGS,11313433,2022-02-10T04:00:00Z,10.9,P,402,P,5.3,P,Etc/GMT+8
USGS,11313433,2022-02-10T04:15:00Z,10.9,P,404,P,5.5,P,Etc/GMT+8
USGS,11313433,2022-02-10T04:30:00Z,10.9,P,401,P,5.6,P,Etc/GMT+8
USGS,11313433,2022-02-10T04:45:00Z,10.9,P,401,P,5.6,P,Etc/GMT+8
USGS,11313433,2022-02-10T05:00:00Z,10.9,P,402,P,5.6,P,Etc/GMT+8
USGS,11313433,2022-02-10T05:15:00Z,10.9,P,405,P,6,P,Etc/GMT+8
USGS,11313433,2022-02-10T05:30:00Z,10.9,P,408,P,6.1,P,Etc/GMT+8
USGS,11313433,2022-02-10T05:45:00Z,10.9,P,409,P,6.2,P,Etc/GMT+8
USGS,11313433,2022-02-10T06:00:00Z,10.9,P,411,P,6.3,P,Etc/GMT+8
USGS,11313433,2022-02-10T06:15:00Z,10.9,P,412,P,6.4,P,Etc/GMT+8
USGS,11313433,2022-02-10T06:30:00Z,10.9,P,412,P,6.7,P,Etc/GMT+8
USGS,11313433,2022-02-10T06:45:00Z,10.9,P,414,P,7.2,P,Etc/GMT+8
USGS,11313433,2022-02-10T07:00:00Z,10.9,P,415,P,7.4,P,Etc/GMT+8
USGS,11313433,2022-02-10T07:15:00Z,10.9,P,415,P,7.3,P,Etc/GMT+8
USGS,11313433,2022-02-10T07:30:00Z,10.9,P,415,P,7.3,P,Etc/GMT+8
USGS,11313433,2022-02-10T07:45:00Z,10.9,P,414,P,7.3,P,Etc/GMT+8
USGS,11313433,2022-02-10T08:00:00Z,10.9,P,415,P,7.4,P,Etc/GMT+8
USGS,11313433,2022-02-10T08:15:00Z,10.9,P,415,P,7.5,P,Etc/GMT+8
USGS,11313433,2022-02-10T08:30:00Z,10.9,P,414,P,8.2,P,Etc/GMT+8
USGS,11313433,2022-02-10T08:45:00Z,10.9,P,412,P,7.7,P,Etc/GMT+8
USGS,11313433,2022-02-10T09:00:00Z,10.9,P,411,P,7.5,P,Etc/GMT+8
USGS,11313433,2022-02-10T09:15:00Z,11,P,409,P,7.7,P,Etc/GMT+8
USGS,11313433,2022-02-10T09:30:00Z,11,P,408,P,7.7,P,Etc/GMT+8
USGS,11313433,2022-02-10T09:45:00Z,11,P,408,P,7.7,P,Etc/GMT+8
USGS,11313433,2022-02-10T10:00:00Z,11,P,407,P,7.7,P,Etc/GMT+8
USGS,11313433,2022-02-10T10:15:00Z,11,P,407,P,7.4,P,Etc/GMT+8
USGS,11313433,2022-02-10T10:30:00Z,11,P,407,P,7.8,P,Etc/GMT+8
USGS,11313433,2022-02-10T10:45:00Z,10.9,P,408,P,7.8,P,Etc/GMT+8
USGS,11313433,2022-02-10T11:00:00Z,10.9,P,407,P,7.5,P,Etc/GMT+8
USGS,11313433,2022-02-10T11:15:00Z,10.9,P,409,P,7.1,P,Etc/GMT+8
USGS,11313433,2022-02-10T11:30:00Z,10.9,P,409,P,7.1,P,Etc/GMT+8
USGS,11313433,2022-02-10T11:45:00Z,10.9,P,410,P,7.1,P,Etc/GMT+8
USGS,11313433,2022-02-10T12:00:00Z,10.9,P,412,P,7,P,Etc/GMT+8
USGS,11313433,2022-02-10T12:15:00Z,10.8,P,413,P,6.9,P,Etc/GMT+8
USGS,11313433,2022-02-10T12:30:00Z,10.8,P,414,P,6.9,P,Etc/GMT+8
USGS,11313433,2022-02-10T12:45:00Z,10.8,P,415,P,6.5,P,Etc/GMT+8
USGS,11313433,2022-02-10T13:00:00Z,10.8,P,415,P,6.5,P,Etc/GMT+8
USGS,11313433,2022-02-10T13:15:00Z,10.8,P,415,P,6.6,P,Etc/GMT+8
USGS,11313433,2022-02-10T13:30:00Z,10.7,P,415,P,6.4,P,Etc/GMT+8
USGS,11313433,2022-02-10T13:45:00Z,10.7,P,415,P,6.1,P,Etc/GMT+8
USGS,11313433,2022-02-10T14:00:00Z,10.7,P,415,P,6,P,Etc/GMT+8
USGS,11313433,2022-02-10T14:15:00Z,10.7,P,415,P,6.1,P,Etc/GMT+8
USGS,11313433,2022-02-10T14:30:00Z,10.8,P,415,P,6.5,P,Etc/GMT+8
USGS,11313433,2022-02-10T14:45:00Z,10.8,P,414,P,6.6,P,Etc/GMT+8
USGS,11313433,2022-02-10T15:00:00Z,10.8,P,413,P,6.7,P,Etc/GMT+8
USGS,11313433,2022-02-10T15:15:00Z,10.8,P,408,P,7.2,P,Etc/GMT+8
USGS,11313433,2022-02-10T15:30:00Z,10.8,P,403,P,9.1,P,Etc/GMT+8
USGS,11313433,2022-02-10T15:45:00Z,10.8,P,403,P,7.2,P,Etc/GMT+8
USGS,11313433,2022-02-10T16:00:00Z,10.8,P,401,P,7.3,P,Etc/GMT+8
USGS,11313433,2022-02-10T16:15:00Z,10.8,P,397,P,7.2,P,Etc/GMT+8
USGS,11313433,2022-02-10T16:30:00Z,10.7,P,390,P,7.2,P,Etc/GMT+8
USGS,11313433,2022-02-10T16:45:00Z,10.7,P,383,P,7.5,P,Etc/GMT+8
USGS,11313433,2022-02-10T17:00:00Z,10.7,P,379,P,7.6,P,Etc/GMT+8
USGS,11313433,2022-02-10T17:15:00Z,10.7,P,377,P,7.5,P,Etc/GMT+8
USGS,11313433,2022-02-10T17:30:00Z,10.7,P,373,P,7.4,P,Etc/GMT+8
USGS,11313433,2022-02-10T17:45:00Z,10.7,P,371,P,7.6,P,Etc/GMT+8
USGS,11313433,2022-02-10T18:00:00Z,10.6,P,368,P,7.3,P,Etc/GMT+8
USGS,11313433,2022-02-10T18:15:00Z,10.6,P,367,P,7.6,P,Etc/GMT+8
USGS,11313433,2022-02-10T18:30:00Z,10.6,P,365,P,7.4,P,Etc/GMT+8
USGS,11313433,2022-02-10T18:45:00Z,10.7,P,365,P,7.3,P,Etc/GMT+8
USGS,11313433,2022-02-10T19:00:00Z,10.7,P,366,P,7.1,P,Etc/GMT+8
USGS,11313433,2022-02-10T19:15:00Z,10.7,P,366,P,6.9,P,Etc/GMT+8
USGS,11313433,2022-02-10T19:30:00Z,10.8,P,365,P,7,P,Etc/GMT+8
USGS,11313433,2022-02-10T19:45:00Z,10.8,P,365,P,7,P,Etc/GMT+8
USGS,11313433,2022-02-10T20:00:00Z,10.8,P,365,P,6.6,P,Etc/GMT+8
USGS,11313433,2022-02-10T20:15:00Z,10.8,P,365,P,7.1,P,Etc/GMT+8
USGS,11313433,2022-02-10T20:30:00Z,10.8,P,366,P,7.1,P,Etc/GMT+8
USGS,11313433,2022-02-10T20:45:00Z,10.9,P,366,P,6.8,P,Etc/GMT+8
USGS,11313433,2022-02-10T21:00:00Z,10.9,P,366,P,7,P,Etc/GMT+8
USGS,11313433,2022-02-10T21:15:00Z,11,P,367,P,6.8,P,Etc/GMT+8
USGS,11313433,2022-02-10T21:30:00Z,11,P,368,P,7,P,Etc/GMT+8
USGS,11313433,2022-02-10T21:45:00Z,11.1,P,370,P,7.1,P,Etc/GMT+8
USGS,11313433,2022-02-10T22:00:00Z,11.1,P,376,P,7.6,P,Etc/GMT+8
USGS,11313433,2022-02-10T22:15:00Z,11.2,P,384,P,7.3,P,Etc/GMT+8
USGS,11313433,2022-02-10T22:30:00Z,11.3,P,388,P,7.4,P,Etc/GMT+8
USGS,11313433,2022-02-10T22:45:00Z,11.3,P,391,P,7.5,P,Etc/GMT+8
USGS,11313433,2022-02-10T23:00:00Z,11.3,P,394,P,7.4,P,Etc/GMT+8
USGS,11313433,2022-02-10T23:15:00Z,11.4,P,396,P,7.4,P,Etc/GMT+8
USGS,11313433,2022-02-10T23:30:00Z,11.4,P,399,P,7.4,P,Etc/GMT+8
USGS,11313433,2022-02-10T23:45:00Z,11.4,P,401,P,7.8,P,Etc/GMT+8
USGS,11313433,2022-02-11T00:00:00Z,11.4,P,403,P,7.9,P,Etc/GMT+8
USGS,11313433,2022-02-11T00:15:00Z,11.4,P,404,P,8.3,P,Etc/GMT+8
USGS,11313433,2022-02-11T00:30:00Z,11.4,P,405,P,8.4,P,Etc/GMT+8
USGS,11313433,2022-02-11T00:45:00Z,11.4,P,407,P,8,P,Etc/GMT+8
USGS,11313433,2022-02-11T01:00:00Z,11.4,P,407,P,7.6,P,Etc/GMT+8
USGS,11313433,2022-02-11T01:15:00Z,11.3,P,407,P,7.2,P,Etc/GMT+8
USGS,11313433,2022-02-11T01:30:00Z,11.3,P,408,P,7,P,Etc/GMT+8
USGS,11313433,2022-02-11T01:45:00Z,11.3,P,407,P,7,P,Etc/GMT+8
USGS,11313433,2022-02-11T02:00:00Z,11.2,P,407,P,6.9,P,Etc/GMT+8
USGS,11313433,2022-02-11T02:15:00Z,11.2,P,407,P,6.8,P,Etc/GMT+8
USGS,11313433,2022-02-11T02:30:00Z,11.2,P,407,P,6.7,P,Etc/GMT+8
USGS,11313433,2022-02-11T02:45:00Z,11.2,P,407,P,6.4,P,Etc/GMT+8
USGS,11313433,2022-02-11T03:00:00Z,11.1,P,406,P,6.3,P,Etc/GMT+8
USGS,11313433,2022-02-11T03:15:00Z,11.1,P,406,P,6.1,P,Etc/GMT+8
USGS,11313433,2022-02-11T03:30:00Z,11.1,P,405,P,6,P,Etc/GMT+8
USGS,11313433,2022-02-11T03:45:00Z,11.1,P,404,P,5.9,P,Etc/GMT+8
USGS,11313433,2022-02-11T04:00:00Z,11.1,P,403,P,5.9,P,Etc/GMT+8
USGS,11313433,2022-02-11T04:15:00Z,11.1,P,404,P,5.7,P,Etc/GMT+8
USGS,11313433,2022-02-11T04:30:00Z,11.1,P,403,P,5.7,P,Etc/GMT+8
USGS,11313433,2022-02-11T04:45:00Z,11.1,P,399,P,5.1,P,Etc/GMT+8
USGS,11313433,2022-02-11T05:00:00Z,11.2,P,391,P,4.7,P,Etc/GMT+8
USGS,11313433,2022-02-11T05:15:00Z,11.1,P,393,P,5,P,Etc/GMT+8
USGS,11313433,2022-02-11T05:30:00Z,11.1,P,396,P,4.9,P,Etc/GMT+8
USGS,11313433,2022-02-11T05:45:00Z,11.1,P,398,P,5.2,P,Etc/GMT+8
USGS,11313433,2022-02-11T06:00:00Z,11.1,P,400,P,5.4,P,Etc/GMT+8
USGS,11313433,2022-02-11T06:15:00Z,11.1,P,405,P,5.5,P,Etc/GMT+8
USGS,11313433,2022-02-11T06:30:00Z,11.1,P,407,P,5.8,P,Etc/GMT+8
USGS,11313433,2022-02-11T06:45:00Z,11.1,P,408,P,6.1,P,Etc/GMT+8
USGS,11313433,2022-02-11T07:00:00Z,11.1,P,409,P,5.9,P,Etc/GMT+8
USGS,11313433,2022-02-11T07:15:00Z,11.1,P,411,P,6.2,P,Etc/GMT+8
USGS,11313433,2022-02-11T07:30:00Z,11.1,P,412,P,7.3,P,Etc/GMT+8
USGS,11313433,2022-02-11T07:45:00Z,11.1,P,413,P,7.2,P,Etc/GMT+8
USGS,11313433,2022-02-11T08:00:00Z,11.1,P,414,P,6.3,P,Etc/GMT+8
USGS,11313433,2022-02-11T08:15:00Z,11.1,P,414,P,6.3,P,Etc/GMT+8
USGS,11313433,2022-02-11T08:30:00Z,11.1,P,414,P,6.5,P,Etc/GMT+8
USGS,11313433,2022-02-11T08:45:00Z,11.1,P,414,P,6.8,P,Etc/GMT+8
USGS,11313433,2022-02-11T09:00:00Z,11.1,P,413,P,6.6,P,Etc/GMT+8
USGS,11313433,2022-02-11T09:15:00Z,11.1,P,411,P,7,P,Etc/GMT+8
USGS,11313433,2022-02-11T09:30:00Z,11.1,P,409,P,6.9,P,Etc/GMT+8
USGS,11313433,2022-02-11T09:45:00Z,11.1,P,407,P,7,P,Etc/GMT+8
USGS,11313433,2022-02-11T10:00:00Z,11.1,P,404,P,7.1,P,Etc/GMT+8
USGS,11313433,2022-02-11T10:15:00Z,11.1,P,402,P,7.5,P,Etc/GMT+8
USGS,11313433,2022-02-11T10:30:00Z,11.1,P,398,P,7,P,Etc/GMT+8
