Time,B9545800,,B9545800,,B9545800,,B9545800,,B9545800,
1/1/2022 15:00,8.9,1,2.76,1,9,1,431,1,2.01,1
1/1/2022 15:15,8.9,1,2.78,1,9.55,1,431,1,1.89,1
1/1/2022 15:30,8.9,1,2.8,1,9.47,1,440,1,2.05,1
1/1/2022 15:45,8.9,1,2.8,1,8.92,1,427,1,2.06,1
1/1/2022 16:00,8.9,1,2.79,1,9.2,1,429,1,1.98,1
1/1/2022 16:15,8.9,1,2.77,1,9.53,1,428,1,2.11,1
1/1/2022 16:30,8.9,1,2.74,1,8.9,1,430,1,2.02,1
1/1/2022 16:45,8.9,1,2.71,1,9.16,1,428,1,2.01,1
1/1/2022 17:00,8.9,1,2.67,1,8.92,1,430,1,2.01,1
1/1/2022 17:15,8.9,1,2.62,1,9.03,1,430,1,1.97,1
1/1/2022 17:30,8.9,1,2.58,1,8.78,1,439,1,1.91,1
1/1/2022 17:45,8.9,1,2.55,1,8.88,1,443,1,1.9,1
1/1/2022 18:00,8.9,1,2.51,1,8.41,1,454,1,1.95,1
1/1/2022 18:15,8.9,1,2.47,1,8.12,1,462,1,1.82,1
1/1/2022 18:30,8.9,1,2.43,1,8.1,1,470,1,1.99,1
1/1/2022 18:45,8.9,1,2.4,1,8.02,1,473,1,1.91,1
1/1/2022 19:00,8.9,1,2.36,1,7.42,1,482,1,1.86,1
1/1/2022 19:15,8.9,1,2.32,1,7.25,1,483,1,1.84,1
1/1/2022 19:30,8.9,1,2.28,1,6.64,1,491,1,2.31,1
1/1/2022 19:45,8.9,1,2.25,1,6.56,1,490,1,2.28,1
1/1/2022 20:00,8.9,1,2.21,1,6.42,1,492,1,2.83,1
1/1/2022 20:15,8.9,1,2.17,1,6.73,1,494,1,2.77,1
1/1/2022 20:30,8.9,1,2.13,1,6.35,1,495,1,2.66,1
1/1/2022 20:45,8.8,1,2.1,1,6.43,1,496,1,2.13,1
1/1/2022 21:00,8.8,1,2.06,1,5.99,1,498,1,2.1,1
1/1/2022 21:15,8.8,1,2.02,1,5.95,1,500,1,2.16,1
1/1/2022 21:30,8.8,1,1.98,1,5.86,1,502,1,2.16,1
1/1/2022 21:45,8.8,1,1.94,1,5.84,1,504,1,2.18,1
1/1/2022 22:00,8.8,1,1.9,1,5.85,1,505,1,2.17,1
1/1/2022 22:15,8.8,1,1.87,1,6.01,1,509,1,2.23,1
1/1/2022 22:30,8.8,1,1.83,1,6.19,1,514,1,2.28,1
1/1/2022 22:45,8.8,1,1.79,1,6.32,1,518,1,2.2,1
1/1/2022 23:00,8.8,1,1.76,1,6.82,1,523,1,2.29,1
1/1/2022 23:15,8.8,1,1.73,1,6.38,1,522,1,2.27,1
1/1/2022 23:30,8.8,1,1.7,1,6.83,1,526,1,2.36,1
1/1/2022 23:45,8.9,1,1.67,1,7.44,1,531,1,2.5,1
1/2/2022 0:00,8.8,1,1.65,1,7.39,1,532,1,2.5,1
1/2/2022 0:15,8.8,1,1.64,1,7.88,1,533,1,2.56,1
1/2/2022 0:30,8.9,1,1.63,1,8.39,1,535,1,2.61,1
1/2/2022 0:45,8.8,1,1.63,1,7.68,1,532,1,2.53,1
1/2/2022 1:00,8.8,1,1.65,1,7.96,1,533,1,2.61,1
1/2/2022 1:15,8.8,1,1.68,1,7.64,1,532,1,2.32,1
1/2/2022 1:30,8.8,1,1.72,1,7.31,1,532,1,2.26,1
1/2/2022 1:45,8.8,1,1.77,1,7.15,1,531,1,2.2,1
1/2/2022 2:00,8.8,1,1.82,1,6.78,1,529,1,2.13,1
1/2/2022 2:15,8.8,1,1.87,1,6.44,1,526,1,2.16,1
1/2/2022 2:30,8.8,1,1.91,1,6.25,1,522,1,2.01,1
1/2/2022 2:45,8.7,1,1.95,1,6.35,1,520,1,2.01,1
1/2/2022 3:00,8.8,1,1.98,1,6.09,1,521,1,1.96,1
1/2/2022 3:15,8.7,1,2.02,1,6.31,1,521,1,2.13,1
1/2/2022 3:30,8.7,1,2.05,1,6.17,1,514,1,1.87,1
1/2/2022 3:45,8.7,1,2.08,1,6.14,1,510,1,1.86,1
1/2/2022 4:00,8.7,1,2.12,1,6.2,1,505,1,1.86,1
1/2/2022 4:15,8.7,1,2.15,1,6.32,1,504,1,1.81,1
1/2/2022 4:30,8.7,1,2.18,1,6.33,1,500,1,1.9,1
1/2/2022 4:45,8.7,1,2.21,1,6.43,1,495,1,1.82,1
1/2/2022 5:00,8.7,1,2.23,1,6.64,1,492,1,1.75,1
1/2/2022 5:15,8.7,1,2.25,1,6.47,1,491,1,1.84,1
1/2/2022 5:30,8.7,1,2.27,1,6.74,1,489,1,1.9,1
1/2/2022 5:45,8.7,1,2.28,1,6.69,1,487,1,1.85,1
1/2/2022 6:00,8.6,1,2.29,1,6.58,1,487,1,1.86,1
1/2/2022 6:15,8.6,1,2.29,1,6.5,1,485,1,1.92,1
1/2/2022 6:30,8.6,1,2.29,1,6.38,1,484,1,1.89,1
1/2/2022 6:45,8.6,1,2.28,1,6.51,1,483,1,1.89,1
1/2/2022 7:00,8.7,1,2.25,1,6.5,1,483,1,2.12,1
1/2/2022 7:15,8.6,1,2.23,1,6.38,1,486,1,1.95,1
1/2/2022 7:30,8.7,1,2.2,1,6.9,1,485,1,1.91,1
1/2/2022 7:45,8.7,1,2.17,1,6.73,1,486,1,1.83,1
1/2/2022 8:00,8.7,1,2.14,1,6.33,1,491,1,1.86,1
1/2/2022 8:15,8.7,1,2.12,1,6.13,1,488,1,1.79,1
1/2/2022 8:30,8.6,1,2.09,1,6.22,1,493,1,1.78,1
1/2/2022 8:45,8.6,1,2.07,1,6.3,1,493,1,1.8,1
1/2/2022 9:00,8.6,1,2.05,1,6.04,1,503,1,1.83,1
1/2/2022 9:15,8.6,1,2.03,1,6.03,1,506,1,1.84,1
1/2/2022 9:30,8.6,1,2,1,6.18,1,514,1,1.84,1
1/2/2022 9:45,8.6,1,1.99,1,6.03,1,516,1,1.88,1
1/2/2022 10:00,8.6,1,1.98,1,5.96,1,517,1,1.83,1
1/2/2022 10:15,8.6,1,1.97,1,5.69,1,518,1,1.82,1
1/2/2022 10:30,8.6,1,1.97,1,5.47,1,518,1,1.83,1
1/2/2022 10:45,8.6,1,1.98,1,5.78,1,518,1,1.99,1
1/2/2022 11:00,8.6,1,2.01,1,5.37,1,517,1,1.99,1
1/2/2022 11:15,8.6,1,2.05,1,5.43,1,513,1,1.85,1
1/2/2022 11:30,8.6,1,2.09,1,5.32,1,511,1,1.86,1
1/2/2022 11:45,8.7,1,2.13,1,5.91,1,514,1,1.85,1
1/2/2022 12:00,8.7,1,2.18,1,5.74,1,506,1,1.78,1
1/2/2022 12:15,8.7,1,2.21,1,6.08,1,500,1,1.81,1
1/2/2022 12:30,8.7,1,2.24,1,6.24,1,502,1,1.8,1
1/2/2022 12:45,8.7,1,2.28,1,6,1,504,1,1.77,1
1/2/2022 13:00,8.8,1,2.32,1,6.39,1,492,1,1.79,1
1/2/2022 13:15,8.8,1,2.36,1,6.64,1,484,1,1.84,1
1/2/2022 13:30,8.8,1,2.39,1,7.69,1,475,1,1.89,1
1/2/2022 13:45,8.8,1,2.43,1,8.03,1,471,1,1.95,1
1/2/2022 14:00,8.8,1,2.47,1,8.2,1,469,1,1.87,1
1/2/2022 14:15,8.8,1,2.51,1,8.26,1,462,1,1.96,1
1/2/2022 14:30,8.8,1,2.55,1,8.27,1,460,1,1.87,1
1/2/2022 14:45,8.8,1,2.59,1,8.69,1,455,1,1.92,1
1/2/2022 15:00,8.8,1,2.62,1,9.33,1,448,1,1.9,1
1/2/2022 15:15,8.8,1,2.66,1,9.49,1,437,1,1.97,1
1/2/2022 15:30,8.8,1,2.69,1,9.41,1,431,1,2.03,1
1/2/2022 15:45,8.8,1,2.71,1,9.82,1,427,1,2.02,1
1/2/2022 16:00,8.8,1,2.73,1,9.31,1,425,1,1.99,1
1/2/2022 16:15,8.7,1,2.75,1,9.95,1,418,1,1.96,1
1/2/2022 16:30,8.7,1,2.76,1,10.12,1,419,1,2.02,1
1/2/2022 16:45,8.7,1,2.75,1,10.03,1,413,1,2.1,1
1/2/2022 17:00,8.7,1,2.74,1,9.92,1,415,1,1.97,1
1/2/2022 17:15,8.7,1,2.71,1,9.47,1,416,1,2.05,1
1/2/2022 17:30,8.7,1,2.68,1,10.35,1,412,1,2.13,1
1/2/2022 17:45,8.7,1,2.64,1,9.82,1,409,1,2.04,1
1/2/2022 18:00,8.7,1,2.59,1,9.45,1,418,1,2.06,1
1/2/2022 18:15,8.7,1,2.55,1,9.31,1,424,1,2.06,1
1/2/2022 18:30,8.7,1,2.51,1,9.18,1,428,1,1.97,1
1/2/2022 18:45,8.7,1,2.47,1,8.88,1,435,1,2.03,1
1/2/2022 19:00,8.7,1,2.43,1,8.65,1,446,1,1.96,1
1/2/2022 19:15,8.8,1,2.39,1,8.6,1,456,1,2.02,1
1/2/2022 19:30,8.8,1,2.36,1,8.53,1,465,1,1.99,1
1/2/2022 19:45,8.8,1,2.32,1,7.95,1,473,1,1.94,1
1/2/2022 20:00,8.8,1,2.28,1,8.08,1,470,1,1.91,1
1/2/2022 20:15,8.8,1,2.24,1,7.3,1,482,1,1.88,1
1/2/2022 20:30,8.8,1,2.2,1,7.4,1,479,1,1.9,1
1/2/2022 20:45,8.7,1,2.16,1,7.58,1,476,1,1.83,1
1/2/2022 21:00,8.7,1,2.12,1,7.27,1,483,1,1.82,1
1/2/2022 21:15,8.7,1,2.08,1,6.93,1,490,1,1.84,1
1/2/2022 21:30,8.7,1,2.04,1,7.05,1,490,1,1.86,1
1/2/2022 21:45,8.7,1,2,1,7.13,1,490,1,1.85,1
1/2/2022 22:00,8.7,1,1.96,1,6.67,1,492,1,2.3,1
1/2/2022 22:15,8.7,1,1.92,1,6.68,1,494,1,2.64,1
1/2/2022 22:30,8.7,1,1.88,1,6.41,1,496,1,2.46,1
1/2/2022 22:45,8.7,1,1.85,1,6.45,1,497,1,13.34,1
1/2/2022 23:00,8.7,1,1.81,1,6.26,1,499,1,2.15,1
1/2/2022 23:15,8.7,1,1.77,1,6.34,1,503,1,2.07,1
1/2/2022 23:30,8.7,1,1.74,1,6.5,1,508,1,2.09,1
1/2/2022 23:45,8.7,1,1.7,1,6.75,1,510,1,2.06,1
1/3/2022 0:00,8.7,1,1.67,1,6.66,1,510,1,2.11,1
1/3/2022 0:15,8.7,1,1.64,1,7.31,1,514,1,2.31,1
1/3/2022 0:30,8.7,1,1.61,1,7.61,1,516,1,2.22,1
1/3/2022 0:45,8.7,1,1.59,1,7.14,1,514,1,2.18,1
1/3/2022 1:00,8.7,1,1.57,1,7.75,1,515,1,2.3,1
1/3/2022 1:15,8.7,1,1.57,1,8.22,1,515,1,2.29,1
1/3/2022 1:30,8.7,1,1.58,1,7.83,1,513,1,2.2,1
1/3/2022 1:45,8.7,1,1.59,1,7.41,1,513,1,2.3,1
1/3/2022 2:00,8.7,1,1.63,1,7.52,1,513,1,2.35,1
1/3/2022 2:15,8.7,1,1.68,1,7.5,1,514,1,2.24,1
1/3/2022 2:30,8.7,1,1.73,1,7.15,1,513,1,2.12,1
1/3/2022 2:45,8.7,1,1.78,1,6.6,1,512,1,2.18,1
1/3/2022 3:00,8.7,1,1.82,1,6.6,1,510,1,2.07,1
1/3/2022 3:15,8.7,1,1.86,1,6.76,1,508,1,2,1
1/3/2022 3:30,8.7,1,1.9,1,6.52,1,507,1,2.1,1
1/3/2022 3:45,8.6,1,1.93,1,6.51,1,508,1,2,1
1/3/2022 4:00,8.6,1,1.97,1,6.68,1,505,1,1.94,1
1/3/2022 4:15,8.6,1,2.01,1,6.67,1,500,1,1.87,1
1/3/2022 4:30,8.6,1,2.04,1,7.31,1,495,1,2.03,1
1/3/2022 4:45,8.6,1,2.08,1,7.34,1,491,1,1.91,1
1/3/2022 5:00,8.6,1,2.11,1,7.16,1,489,1,1.86,1
1/3/2022 5:15,8.6,1,2.14,1,7.03,1,487,1,1.94,1
1/3/2022 5:30,8.6,1,2.16,1,7.62,1,484,1,1.95,1
1/3/2022 5:45,8.6,1,2.2,1,7.32,1,481,1,1.94,1
1/3/2022 6:00,8.6,1,2.22,1,7.66,1,478,1,1.9,1
1/3/2022 6:15,8.6,1,2.24,1,7.84,1,477,1,1.89,1
1/3/2022 6:30,8.6,1,2.26,1,7.52,1,475,1,1.96,1
1/3/2022 6:45,8.6,1,2.27,1,8.07,1,470,1,1.98,1
1/3/2022 7:00,8.6,1,2.28,1,7.96,1,469,1,1.95,1
1/3/2022 7:15,8.6,1,2.28,1,7.76,1,466,1,2.03,1
1/3/2022 7:30,8.5,1,2.28,1,7.97,1,461,1,1.95,1
1/3/2022 7:45,8.6,1,2.26,1,7.76,1,460,1,1.98,1
1/3/2022 8:00,8.5,1,2.24,1,7.68,1,461,1,2.04,1
1/3/2022 8:15,8.5,1,2.22,1,6.67,1,464,1,2.11,1
1/3/2022 8:30,8.6,1,2.19,1,7.57,1,461,1,1.91,1
1/3/2022 8:45,8.6,1,2.16,1,7.55,1,460,1,1.95,1
1/3/2022 9:00,8.6,1,2.13,1,7.74,1,459,1,1.94,1
1/3/2022 9:15,8.6,1,2.1,1,7.05,1,463,1,1.89,1
1/3/2022 9:30,8.6,1,2.08,1,7.41,1,466,1,1.88,1
1/3/2022 9:45,8.6,1,2.04,1,7.18,1,471,1,1.89,1
1/3/2022 10:00,8.6,1,2.02,1,6.87,1,472,1,1.87,1
1/3/2022 10:15,8.6,1,2.01,1,6.82,1,473,1,1.94,1
1/3/2022 10:30,8.6,1,1.99,1,6.96,1,477,1,1.91,1
1/3/2022 10:45,8.6,1,1.97,1,6.61,1,482,1,1.93,1
1/3/2022 11:00,8.6,1,1.96,1,6.67,1,485,1,1.89,1
1/3/2022 11:15,8.6,1,1.96,1,6.42,1,485,1,1.94,1
1/3/2022 11:30,8.6,1,1.97,1,6.27,1,490,1,1.8,1
1/3/2022 11:45,8.6,1,2,1,6.14,1,494,1,1.89,1
1/3/2022 12:00,8.6,1,2.04,1,5.7,1,497,1,1.89,1
1/3/2022 12:15,8.6,1,2.08,1,6.28,1,491,1,1.96,1
1/3/2022 12:30,8.6,1,2.12,1,6.23,1,485,1,1.91,1
1/3/2022 12:45,8.6,1,2.16,1,6.52,1,475,1,1.89,1
1/3/2022 13:00,8.6,1,2.21,1,7.2,1,460,1,1.88,1
1/3/2022 13:15,8.6,1,2.25,1,7.28,1,462,1,1.88,1
1/3/2022 13:30,8.6,1,2.28,1,7.07,1,461,1,1.9,1
1/3/2022 13:45,8.7,1,2.32,1,7.27,1,455,1,1.87,1
1/3/2022 14:00,8.7,1,2.36,1,7.85,1,446,1,1.97,1
1/3/2022 14:15,8.7,1,2.4,1,8.05,1,441,1,1.93,1
1/3/2022 14:30,8.7,1,2.44,1,8.4,1,438,1,2,1
1/3/2022 14:45,8.6,1,2.49,1,9.68,1,431,1,2.11,1
1/3/2022 15:00,8.6,1,2.52,1,9.69,1,426,1,1.99,1
1/3/2022 15:15,8.6,1,2.56,1,10.06,1,421,1,1.96,1
1/3/2022 15:30,8.6,1,2.6,1,9.99,1,408,1,2.07,1
1/3/2022 15:45,8.6,1,2.63,1,11.03,1,407,1,2.06,1
1/3/2022 16:00,8.6,1,2.67,1,11.06,1,400,1,2.09,1
1/3/2022 16:15,8.6,1,2.7,1,10.87,1,394,1,2.04,1
1/3/2022 16:30,8.6,1,2.73,1,10.98,1,393,1,2.05,1
1/3/2022 16:45,8.6,1,2.75,1,11.17,1,387,1,2.14,1
1/3/2022 17:00,8.5,1,2.77,1,11.31,1,381,1,2.01,1
1/3/2022 17:15,8.5,1,2.79,1,11.62,1,380,1,2.06,1
1/3/2022 17:30,8.5,1,2.8,1,11.09,1,378,1,2.16,1
1/3/2022 17:45,8.5,1,2.79,1,11.22,1,376,1,2.12,1
1/3/2022 18:00,8.5,1,2.77,1,10.86,1,379,1,2.19,1
1/3/2022 18:15,8.5,1,2.75,1,10.93,1,380,1,2.1,1
1/3/2022 18:30,8.5,1,2.72,1,10.97,1,381,1,2.03,1
1/3/2022 18:45,8.6,1,2.68,1,10.54,1,384,1,2.03,1
1/3/2022 19:00,8.6,1,2.63,1,10.76,1,383,1,1.99,1
1/3/2022 19:15,8.6,1,2.59,1,10.37,1,394,1,2.04,1
1/3/2022 19:30,8.6,1,2.55,1,10.41,1,392,1,2.06,1
1/3/2022 19:45,8.6,1,2.51,1,10.29,1,399,1,2.04,1
1/3/2022 20:00,8.6,1,2.47,1,10.04,1,409,1,2.04,1
1/3/2022 20:15,8.7,1,2.44,1,9.41,1,426,1,2.01,1
1/3/2022 20:30,8.7,1,2.4,1,8.93,1,435,1,1.96,1
1/3/2022 20:45,8.7,1,2.37,1,8.94,1,434,1,2.1,1
1/3/2022 21:00,8.7,1,2.33,1,8.42,1,443,1,2.32,1
1/3/2022 21:15,8.7,1,2.29,1,8,1,450,1,1.92,1
1/3/2022 21:30,8.7,1,2.25,1,8.32,1,448,1,2.05,1
1/3/2022 21:45,8.7,1,2.21,1,7.64,1,456,1,1.92,1
1/3/2022 22:00,8.7,1,2.17,1,7.37,1,461,1,1.95,1
1/3/2022 22:15,8.7,1,2.14,1,7.83,1,459,1,2,1
1/3/2022 22:30,8.7,1,2.1,1,7.7,1,465,1,1.9,1
1/3/2022 22:45,8.7,1,2.06,1,7.46,1,465,1,1.94,1
1/3/2022 23:00,8.7,1,2.02,1,7.54,1,460,1,1.91,1
1/3/2022 23:15,8.7,1,1.98,1,7.48,1,461,1,1.95,1
1/3/2022 23:30,8.7,1,1.94,1,7.43,1,464,1,1.92,1
1/3/2022 23:45,8.7,1,1.91,1,7.21,1,466,1,1.92,1
1/4/2022 0:00,8.7,1,1.87,1,7.1,1,468,1,1.97,1
1/4/2022 0:15,8.7,1,1.83,1,7.16,1,471,1,1.94,1
1/4/2022 0:30,8.7,1,1.8,1,7.19,1,472,1,1.93,1
1/4/2022 0:45,8.7,1,1.77,1,7.44,1,477,1,2.08,1
1/4/2022 1:00,8.7,1,1.73,1,7.84,1,479,1,2.01,1
1/4/2022 1:15,8.7,1,1.71,1,7.77,1,478,1,2.06,1
1/4/2022 1:30,8.7,1,1.68,1,7.89,1,478,1,2.15,1
1/4/2022 1:45,8.7,1,1.66,1,8.24,1,479,1,2.17,1
1/4/2022 2:00,8.7,1,1.65,1,7.84,1,479,1,2.17,1
1/4/2022 2:15,8.7,1,1.65,1,8.67,1,479,1,2.18,1
1/4/2022 2:30,8.7,1,1.67,1,7.53,1,479,1,2.2,1
1/4/2022 2:45,8.7,1,1.71,1,7.39,1,479,1,2.24,1
1/4/2022 3:00,8.7,1,1.75,1,7.17,1,479,1,2.21,1
1/4/2022 3:15,8.7,1,1.8,1,7.3,1,479,1,2.07,1
1/4/2022 3:30,8.7,1,1.84,1,7.24,1,477,1,2.13,1
1/4/2022 3:45,8.7,1,1.89,1,7.23,1,476,1,2.06,1
1/4/2022 4:00,8.7,1,1.93,1,7.14,1,471,1,1.96,1
1/4/2022 4:15,8.7,1,1.97,1,7.25,1,473,1,2,1
1/4/2022 4:30,8.7,1,2,1,7.44,1,474,1,2.02,1
1/4/2022 4:45,8.7,1,2.04,1,7.33,1,473,1,2.02,1
1/4/2022 5:00,8.7,1,2.08,1,8.03,1,466,1,2.07,1
1/4/2022 5:15,8.7,1,2.11,1,8,1,464,1,2.01,1
1/4/2022 5:30,8.7,1,2.16,1,8.19,1,461,1,2.01,1
1/4/2022 5:45,8.7,1,2.19,1,8.41,1,458,1,2,1
1/4/2022 6:00,8.7,1,2.22,1,8.56,1,455,1,1.92,1
1/4/2022 6:15,8.7,1,2.25,1,8.82,1,451,1,1.94,1
1/4/2022 6:30,8.7,1,2.28,1,9.03,1,448,1,1.91,1
1/4/2022 6:45,8.6,1,2.3,1,8.84,1,445,1,2.1,1
1/4/2022 7:00,8.6,1,2.32,1,9.19,1,443,1,2.02,1
1/4/2022 7:15,8.6,1,2.34,1,8.82,1,436,1,2.05,1
1/4/2022 7:30,8.6,1,2.36,1,8.95,1,432,1,2.04,1
1/4/2022 7:45,8.6,1,2.37,1,9.13,1,431,1,1.98,1
1/4/2022 8:00,8.6,1,2.37,1,9.28,1,424,1,2,1
1/4/2022 8:15,8.6,1,2.37,1,9.08,1,425,1,2.1,1
1/4/2022 8:30,8.6,1,2.36,1,8.81,1,424,1,2.04,1
1/4/2022 8:45,8.6,1,2.35,1,9.16,1,428,1,1.91,1
1/4/2022 9:00,8.6,1,2.32,1,8.83,1,427,1,2.04,1
1/4/2022 9:15,8.6,1,2.28,1,8.36,1,429,1,1.96,1
1/4/2022 9:30,8.6,1,2.25,1,9.06,1,421,1,2.01,1
1/4/2022 9:45,8.6,1,2.22,1,8.83,1,424,1,1.97,1
1/4/2022 10:00,8.6,1,2.19,1,8.36,1,428,1,1.99,1
1/4/2022 10:15,8.7,1,2.16,1,8.07,1,432,1,1.95,1
1/4/2022 10:30,8.7,1,2.13,1,8.09,1,436,1,1.92,1
1/4/2022 10:45,8.7,1,2.1,1,7.79,1,445,1,1.93,1
1/4/2022 11:00,8.7,1,2.08,1,7.84,1,452,1,1.97,1
1/4/2022 11:15,8.7,1,2.05,1,7.62,1,458,1,1.99,1
1/4/2022 11:30,8.7,1,2.03,1,7.75,1,453,1,2,1
1/4/2022 11:45,8.7,1,2.02,1,7.53,1,457,1,2.03,1
1/4/2022 12:00,8.7,1,2,1,7.31,1,456,1,2,1
1/4/2022 12:15,8.7,1,1.99,1,7.33,1,459,1,1.99,1
1/4/2022 12:30,8.8,1,1.99,1,7.08,1,460,1,2.04,1
1/4/2022 12:45,8.8,1,2.01,1,6.82,1,467,1,2.17,1
1/4/2022 13:00,8.8,1,2.03,1,6.86,1,467,1,2.04,1
1/4/2022 13:15,8.8,1,2.07,1,6.61,1,469,1,1.91,1
1/4/2022 13:30,8.8,1,2.12,1,6.91,1,463,1,2,1
1/4/2022 13:45,8.8,1,2.16,1,7.14,1,460,1,1.94,1
1/4/2022 14:00,8.8,1,2.21,1,7.48,1,452,1,1.95,1
1/4/2022 14:15,8.8,1,2.25,1,8.17,1,443,1,1.98,1
1/4/2022 14:30,8.8,1,2.29,1,7.92,1,444,1,1.97,1
1/4/2022 14:45,8.9,1,2.32,1,7.76,1,440,1,2.02,1
1/4/2022 15:00,8.8,1,2.36,1,8.19,1,435,1,2.08,1
1/4/2022 15:15,8.8,1,2.4,1,8.83,1,420,1,2.01,1
1/4/2022 15:30,8.8,1,2.44,1,9.22,1,417,1,1.99,1
1/4/2022 15:45,8.8,1,2.48,1,10.1,1,408,1,1.97,1
1/4/2022 16:00,8.8,1,2.52,1,9.78,1,407,1,2.04,1
1/4/2022 16:15,8.8,1,2.56,1,10.07,1,401,1,2.01,1
1/4/2022 16:30,8.8,1,2.6,1,10.09,1,400,1,1.96,1
1/4/2022 16:45,8.8,1,2.63,1,10.66,1,392,1,2.06,1
1/4/2022 17:00,8.7,1,2.65,1,11.11,1,387,1,2.08,1
